epoch,test_acc,test_acc_channel_music,test_acc_channel_noise,test_acc_channel_telephone,test_acc_gender_female,test_acc_gender_male,test_acc_language_maninka,test_acc_language_pular,test_acc_language_susu,test_acc_speaker_count_multiple,test_acc_speaker_count_single,test_acc_utterance_multilingual,test_acc_utterance_verbal_nod,test_loss,test_n,test_n_channel_music,test_n_channel_noise,test_n_channel_telephone,test_n_gender_female,test_n_gender_male,test_n_language_maninka,test_n_language_pular,test_n_language_susu,test_n_speaker_count_multiple,test_n_speaker_count_single,test_n_utterance_multilingual,test_n_utterance_verbal_nod,train_acc,train_acc_channel_music,train_acc_channel_noise,train_acc_channel_telephone,train_acc_gender_female,train_acc_gender_male,train_acc_language_maninka,train_acc_language_pular,train_acc_language_susu,train_acc_speaker_count_multiple,train_acc_speaker_count_single,train_acc_utterance_multilingual,train_acc_utterance_verbal_nod,train_loss,train_n,train_n_channel_music,train_n_channel_noise,train_n_channel_telephone,train_n_gender_female,train_n_gender_male,train_n_language_maninka,train_n_language_pular,train_n_language_susu,train_n_speaker_count_multiple,train_n_speaker_count_single,train_n_utterance_multilingual,train_n_utterance_verbal_nod
1,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.1361572742462158,33,10,8,11,9,31,10,9,14,24,8,6,21,0.35294117647058826,0.5,0.3076923076923077,0.375,0.5,0.36,0.9444444444444444,0.05263157894736842,0.0,0.38235294117647056,0.29411764705882354,0.4,0.37037037037037035,1.126313328742981,51,14,13,16,6,50,18,19,14,34,17,15,27
2,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.1356714963912964,33,10,8,11,9,31,10,9,14,24,8,6,21,0.35294117647058826,0.42857142857142855,0.3076923076923077,0.4375,0.5,0.36,0.8333333333333334,0.15789473684210525,0.0,0.38235294117647056,0.29411764705882354,0.3333333333333333,0.37037037037037035,1.107805848121643,51,14,13,16,6,50,18,19,14,34,17,15,27
3,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.1351842880249023,33,10,8,11,9,31,10,9,14,24,8,6,21,0.37254901960784315,0.5,0.3076923076923077,0.4375,0.5,0.38,1.0,0.05263157894736842,0.0,0.4117647058823529,0.29411764705882354,0.4,0.4074074074074074,1.1176873445510864,51,14,13,16,6,50,18,19,14,34,17,15,27
4,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.1346070766448975,33,10,8,11,9,31,10,9,14,24,8,6,21,0.35294117647058826,0.5,0.23076923076923078,0.375,0.5,0.36,0.9444444444444444,0.05263157894736842,0.0,0.38235294117647056,0.29411764705882354,0.4,0.37037037037037035,1.1013871431350708,51,14,13,16,6,50,18,19,14,34,17,15,27
5,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.1342097520828247,33,10,8,11,9,31,10,9,14,24,8,6,21,0.35294117647058826,0.42857142857142855,0.3076923076923077,0.375,0.5,0.36,0.9444444444444444,0.05263157894736842,0.0,0.38235294117647056,0.29411764705882354,0.4,0.4074074074074074,1.0923322439193726,51,14,13,16,6,50,18,19,14,34,17,15,27
6,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.133914589881897,33,10,8,11,9,31,10,9,14,24,8,6,21,0.35294117647058826,0.35714285714285715,0.3076923076923077,0.25,0.3333333333333333,0.36,0.8888888888888888,0.10526315789473684,0.0,0.3235294117647059,0.4117647058823529,0.4666666666666667,0.3333333333333333,1.1105629205703735,51,14,13,16,6,50,18,19,14,34,17,15,27
7,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.13372802734375,33,10,8,11,9,31,10,9,14,24,8,6,21,0.3137254901960784,0.35714285714285715,0.23076923076923078,0.3125,0.3333333333333333,0.32,0.8888888888888888,0.0,0.0,0.3235294117647059,0.29411764705882354,0.4,0.3333333333333333,1.1441268920898438,51,14,13,16,6,50,18,19,14,34,17,15,27
8,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.1335291862487793,33,10,8,11,9,31,10,9,14,24,8,6,21,0.37254901960784315,0.5714285714285714,0.3076923076923077,0.4375,0.5,0.38,0.9444444444444444,0.10526315789473684,0.0,0.38235294117647056,0.35294117647058826,0.4666666666666667,0.37037037037037035,1.1045961380004883,51,14,13,16,6,50,18,19,14,34,17,15,27
9,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.1333751678466797,33,10,8,11,9,31,10,9,14,24,8,6,21,0.3333333333333333,0.5,0.23076923076923078,0.375,0.5,0.34,0.8888888888888888,0.05263157894736842,0.0,0.35294117647058826,0.29411764705882354,0.4,0.2962962962962963,1.0978305339813232,51,14,13,16,6,50,18,19,14,34,17,15,27
10,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.133332371711731,33,10,8,11,9,31,10,9,14,24,8,6,21,0.39215686274509803,0.5,0.38461538461538464,0.5,0.5,0.4,0.8888888888888888,0.21052631578947367,0.0,0.47058823529411764,0.23529411764705882,0.4666666666666667,0.37037037037037035,1.090855360031128,51,14,13,16,6,50,18,19,14,34,17,15,27
