epoch,test_acc,test_acc_device_id__d001,test_acc_device_id__d002,test_acc_device_id__d003,test_acc_device_id__d004,test_acc_device_id__d005,test_acc_device_id__d006,test_acc_device_id__d007,test_acc_device_id__d009,test_acc_language__maninka,test_acc_language__pular,test_acc_language__susu,test_acc_lng,test_acc_lng_device_id__d001,test_acc_lng_device_id__d002,test_acc_lng_device_id__d003,test_acc_lng_device_id__d004,test_acc_lng_device_id__d005,test_acc_lng_device_id__d006,test_acc_lng_device_id__d007,test_acc_lng_device_id__d009,test_acc_lng_language__maninka,test_acc_lng_language__pular,test_acc_lng_language__susu,test_acc_lng_speaker_gender__F,test_acc_lng_speaker_gender__M,test_acc_lng_speaker_mothertongue__maninka,test_acc_lng_speaker_mothertongue__pular,test_acc_lng_speaker_mothertongue__susu,test_acc_lng_spoken_in_mothertongue__False,test_acc_lng_spoken_in_mothertongue__True,test_acc_speaker_gender__F,test_acc_speaker_gender__M,test_acc_speaker_mothertongue__maninka,test_acc_speaker_mothertongue__pular,test_acc_speaker_mothertongue__susu,test_acc_spoken_in_mothertongue__False,test_acc_spoken_in_mothertongue__True,test_loss,test_n,test_n_device_id__d001,test_n_device_id__d002,test_n_device_id__d003,test_n_device_id__d004,test_n_device_id__d005,test_n_device_id__d006,test_n_device_id__d007,test_n_device_id__d009,test_n_language__maninka,test_n_language__pular,test_n_language__susu,test_n_speaker_gender__F,test_n_speaker_gender__M,test_n_speaker_mothertongue__maninka,test_n_speaker_mothertongue__pular,test_n_speaker_mothertongue__susu,test_n_spoken_in_mothertongue__False,test_n_spoken_in_mothertongue__True,train_acc,train_acc_device_id__d001,train_acc_device_id__d002,train_acc_device_id__d003,train_acc_device_id__d004,train_acc_device_id__d005,train_acc_device_id__d006,train_acc_device_id__d007,train_acc_device_id__d008,train_acc_device_id__d009,train_acc_language__maninka,train_acc_language__pular,train_acc_language__susu,train_acc_lng,train_acc_lng_device_id__d001,train_acc_lng_device_id__d002,train_acc_lng_device_id__d003,train_acc_lng_device_id__d004,train_acc_lng_device_id__d005,train_acc_lng_device_id__d006,train_acc_lng_device_id__d007,train_acc_lng_device_id__d008,train_acc_lng_device_id__d009,train_acc_lng_language__maninka,train_acc_lng_language__pular,train_acc_lng_language__susu,train_acc_lng_speaker_gender__F,train_acc_lng_speaker_gender__M,train_acc_lng_speaker_mothertongue__maninka,train_acc_lng_speaker_mothertongue__pular,train_acc_lng_speaker_mothertongue__susu,train_acc_lng_spoken_in_mothertongue__False,train_acc_lng_spoken_in_mothertongue__True,train_acc_speaker_gender__F,train_acc_speaker_gender__M,train_acc_speaker_mothertongue__maninka,train_acc_speaker_mothertongue__pular,train_acc_speaker_mothertongue__susu,train_acc_spoken_in_mothertongue__False,train_acc_spoken_in_mothertongue__True,train_loss,train_n,train_n_device_id__d001,train_n_device_id__d002,train_n_device_id__d003,train_n_device_id__d004,train_n_device_id__d005,train_n_device_id__d006,train_n_device_id__d007,train_n_device_id__d008,train_n_device_id__d009,train_n_language__maninka,train_n_language__pular,train_n_language__susu,train_n_speaker_gender__F,train_n_speaker_gender__M,train_n_speaker_mothertongue__maninka,train_n_speaker_mothertongue__pular,train_n_speaker_mothertongue__susu,train_n_spoken_in_mothertongue__False,train_n_spoken_in_mothertongue__True
1,0.01227830832196453,0.011695906432748537,0.011695906432748537,0.011695906432748537,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0125,0.0,0.0,0.05084745762711865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.017094017094017096,0.01002004008016032,0.015186915887850467,0.0036363636363636364,0.05,0.025510204081632654,0.003416856492027335,4.394708526736229,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.024912938655237075,0.02672147995889003,0.02672147995889003,0.02672147995889003,0.01680672268907563,0.01694915254237288,0.016666666666666666,0.05,0.025,0.025,0.0,0.0,0.053325688073394495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024297646165527716,0.025248344370860928,0.02234927234927235,0.02667744543249798,0.02972027972027972,0.034141958670260555,0.0112806901128069,4.195214611577694,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
2,0.01227830832196453,0.011695906432748537,0.011695906432748537,0.011695906432748537,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0125,0.0,0.0,0.05084745762711865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.017094017094017096,0.01002004008016032,0.015186915887850467,0.0036363636363636364,0.05,0.025510204081632654,0.003416856492027335,4.292495040581302,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.024912938655237075,0.02672147995889003,0.02672147995889003,0.02672147995889003,0.01680672268907563,0.01694915254237288,0.016666666666666666,0.05,0.025,0.025,0.0,0.0,0.053325688073394495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024297646165527716,0.025248344370860928,0.02234927234927235,0.02667744543249798,0.02972027972027972,0.034141958670260555,0.0112806901128069,4.0420951608228135,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
3,0.01227830832196453,0.011695906432748537,0.011695906432748537,0.011695906432748537,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0125,0.0,0.0,0.05084745762711865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.017094017094017096,0.01002004008016032,0.015186915887850467,0.0036363636363636364,0.05,0.025510204081632654,0.003416856492027335,4.167883234167164,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.024912938655237075,0.02672147995889003,0.02672147995889003,0.02672147995889003,0.01680672268907563,0.01694915254237288,0.016666666666666666,0.05,0.025,0.025,0.0,0.0,0.053325688073394495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024297646165527716,0.025248344370860928,0.02234927234927235,0.02667744543249798,0.02972027972027972,0.034141958670260555,0.0112806901128069,4.055353294963208,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
4,0.02455661664392906,0.023391812865497075,0.023391812865497075,0.023391812865497075,0.03333333333333333,0.03333333333333333,0.0,0.0,0.025,0.0,0.0,0.1016949152542373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03418803418803419,0.02004008016032064,0.030373831775700934,0.007272727272727273,0.1,0.05102040816326531,0.00683371298405467,4.214881303690953,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.04393249397267613,0.048304213771839674,0.045220966084275435,0.048304213771839674,0.028011204481792718,0.02824858757062147,0.027777777777777776,0.1,0.05,0.05,0.0,0.0,0.09403669724770643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04403948367501898,0.043874172185430466,0.04365904365904366,0.0444624090541633,0.043706293706293704,0.062443845462713386,0.0165892501658925,4.032837159314936,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
5,0.01227830832196453,0.011695906432748537,0.011695906432748537,0.011695906432748537,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0125,0.0,0.0,0.05084745762711865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.017094017094017096,0.01002004008016032,0.015186915887850467,0.0036363636363636364,0.05,0.025510204081632654,0.003416856492027335,4.2522957712045955,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.025180819716046077,0.02672147995889003,0.02672147995889003,0.02672147995889003,0.0196078431372549,0.01694915254237288,0.016666666666666666,0.05,0.025,0.025,0.0,0.0,0.05389908256880734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024297646165527716,0.02566225165562914,0.02286902286902287,0.02667744543249798,0.02972027972027972,0.03459119496855346,0.0112806901128069,4.026081223159573,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
6,0.01227830832196453,0.011695906432748537,0.011695906432748537,0.011695906432748537,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0125,0.0,0.0,0.05084745762711865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.017094017094017096,0.01002004008016032,0.015186915887850467,0.0036363636363636364,0.05,0.025510204081632654,0.003416856492027335,4.225946652775409,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.02652022502009108,0.02774922918807811,0.02774922918807811,0.02774922918807811,0.0196078431372549,0.01694915254237288,0.022222222222222223,0.05,0.025,0.05,0.0,0.0,0.05676605504587156,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.025816249050873197,0.026903973509933773,0.02390852390852391,0.0274858528698464,0.033216783216783216,0.03593890386343217,0.012607830126078301,4.027011416598999,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
7,0.02455661664392906,0.023391812865497075,0.023391812865497075,0.023391812865497075,0.03333333333333333,0.03333333333333333,0.0,0.0,0.025,0.0,0.0,0.1016949152542373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03418803418803419,0.02004008016032064,0.030373831775700934,0.007272727272727273,0.1,0.05102040816326531,0.00683371298405467,4.214520088809899,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.04339673185105813,0.045220966084275435,0.044193216855087356,0.047276464542651594,0.03081232492997199,0.03389830508474576,0.03333333333333333,0.1,0.05,0.05,0.0,0.0,0.09288990825688073,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04328018223234624,0.04346026490066225,0.037941787941787944,0.04850444624090541,0.050699300699300696,0.059748427672955975,0.019243530192435302,4.0220971790868605,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
8,0.020463847203274217,0.02046783625730994,0.02046783625730994,0.02046783625730994,0.022222222222222223,0.025,0.0,0.0,0.025,0.0,0.0,0.0847457627118644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.023504273504273504,0.01903807615230461,0.02336448598130841,0.007272727272727273,0.1,0.04081632653061224,0.00683371298405467,4.213886172514496,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.037503348513260114,0.041109969167523124,0.04316546762589928,0.041109969167523124,0.0196078431372549,0.022598870056497175,0.016666666666666666,0.1,0.025,0.025,0.0,0.0,0.08027522935779817,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03416856492027335,0.03932119205298013,0.032224532224532226,0.04284559417946645,0.043706293706293704,0.051662174303683736,0.0165892501658925,4.006943570619098,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
9,0.019099590723055934,0.023391812865497075,0.023391812865497075,0.017543859649122806,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0125,0.0,0.0,0.07909604519774012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.027777777777777776,0.01503006012024048,0.026869158878504672,0.0036363636363636364,0.05,0.04251700680272109,0.003416856492027335,4.167257061759251,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.0332172515403161,0.03391572456320658,0.03905447070914697,0.03597122302158273,0.0196078431372549,0.022598870056497175,0.016666666666666666,0.1,0.025,0.025,0.0,0.0,0.07110091743119266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.032649962034927864,0.03352649006622516,0.030665280665280667,0.033144704931285365,0.04195804195804196,0.044923629829290206,0.015925680159256803,3.973640644227791,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
10,0.023874488403819918,0.023391812865497075,0.02046783625730994,0.02046783625730994,0.03333333333333333,0.041666666666666664,0.0,0.0,0.025,0.0,0.0,0.09887005649717515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02564102564102564,0.023046092184368736,0.02453271028037383,0.01090909090909091,0.13333333333333333,0.04591836734693878,0.009111617312072893,4.076385706215894,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.05893383337798018,0.06166495375128469,0.065775950668037,0.06680369989722508,0.036414565826330535,0.03954802259887006,0.03333333333333333,0.05,0.05,0.05,0.0,0.0,0.12614678899082568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0463173880030372,0.0658112582781457,0.0524948024948025,0.06224737267582862,0.07342657342657342,0.07996406109613657,0.027869940278699403,3.8694143757691117,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
11,0.042974079126875855,0.038011695906432746,0.04093567251461988,0.043859649122807015,0.06111111111111111,0.058333333333333334,0.0,0.0,0.0375,0.0,0.0,0.17796610169491525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05982905982905983,0.03507014028056112,0.053738317757009345,0.012727272727272728,0.16666666666666666,0.09013605442176871,0.011389521640091117,3.948125029976339,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.08009643718189124,0.08016443987667009,0.08633093525179857,0.0842754367934224,0.06722689075630252,0.07344632768361582,0.06666666666666667,0.1,0.025,0.075,0.001567398119122257,0.0,0.17029816513761467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07896735003796507,0.08071192052980132,0.07224532224532225,0.08649959579628133,0.09265734265734266,0.1096136567834681,0.0364963503649635,3.7120125231779904,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
12,0.04433833560709413,0.04678362573099415,0.049707602339181284,0.043859649122807015,0.05,0.05,0.0,0.0,0.025,0.0,0.0,0.18361581920903955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0641025641025641,0.03507014028056112,0.05841121495327103,0.007272727272727273,0.18333333333333332,0.09183673469387756,0.012528473804100227,3.879174704766371,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.07527457808732922,0.08838643371017471,0.0750256937307297,0.07399794450154162,0.056022408963585436,0.03954802259887006,0.08333333333333333,0.15,0.05,0.075,0.001567398119122257,0.0,0.15997706422018348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08200455580865604,0.07160596026490067,0.06860706860706861,0.08488278092158448,0.07692307692307693,0.10557053009883198,0.030524220305242204,3.6311842363767832,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
13,0.049795361527967257,0.04678362573099415,0.06140350877192982,0.043859649122807015,0.05,0.058333333333333334,0.0,0.0,0.0625,0.0,0.0,0.2062146892655367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07905982905982906,0.036072144288577156,0.0689252336448598,0.00909090909090909,0.15,0.10884353741496598,0.010250569476082005,3.832320938006267,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.09215108491829628,0.0986639260020555,0.09146968139773895,0.09455292908530319,0.07563025210084033,0.06779661016949153,0.08888888888888889,0.3,0.075,0.075,0.003134796238244514,0.0,0.19495412844036697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09491268033409264,0.09064569536423842,0.08575883575883576,0.10024252223120453,0.09615384615384616,0.1280323450134771,0.039150630391506305,3.5726945878608025,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
14,0.06957708049113233,0.06725146198830409,0.06140350877192982,0.07309941520467836,0.08888888888888889,0.08333333333333333,0.025,0.05,0.0625,0.03731343283582089,0.0,0.23163841807909605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08974358974358974,0.06012024048096192,0.08761682242990654,0.02909090909090909,0.18333333333333332,0.13095238095238096,0.02847380410022779,3.731826678142053,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.11652826145191535,0.11510791366906475,0.12538540596094552,0.12435765673175746,0.09803921568627451,0.0903954802259887,0.1,0.25,0.075,0.075,0.03213166144200627,0.0,0.22591743119266056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11617312072892938,0.11672185430463576,0.11122661122661123,0.12368633791430882,0.11888111888111888,0.15498652291105122,0.059721300597213006,3.4694294800491394,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
15,0.06548431105047749,0.04678362573099415,0.049707602339181284,0.07017543859649122,0.1111111111111111,0.11666666666666667,0.025,0.05,0.0375,0.04477611940298507,0.0,0.2033898305084746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06837606837606838,0.06412825651302605,0.06775700934579439,0.03636363636363636,0.3,0.10204081632653061,0.04100227790432802,3.697046131586801,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.11304580766139834,0.12024665981500514,0.1171634121274409,0.1264131551901336,0.08123249299719888,0.096045197740113,0.07777777777777778,0.2,0.05,0.05,0.045454545454545456,0.0,0.20871559633027523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.10098709187547457,0.11961920529801325,0.11746361746361747,0.09215844785772029,0.14335664335664336,0.13926325247079965,0.0743198407431984,3.452614073775072,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
16,0.0504774897680764,0.04093567251461988,0.04678362573099415,0.049707602339181284,0.07222222222222222,0.06666666666666667,0.025,0.1,0.0375,0.05223880597014925,0.0,0.12994350282485875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0405982905982906,0.05511022044088176,0.05023364485981308,0.03090909090909091,0.23333333333333334,0.06462585034013606,0.04100227790432802,3.7485464806446114,1466,342,342,342,180,120,40,20,80,536,576,354,468,998,856,550,60,588,878,0.09322260916153229,0.08941418293936279,0.08838643371017471,0.11408016443987667,0.07282913165266107,0.0903954802259887,0.08888888888888889,0.1,0.05,0.05,0.050156739811912224,0.0,0.1628440366972477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09870918754745633,0.0902317880794702,0.09875259875259876,0.07518189167340339,0.11363636363636363,0.11275831087151841,0.06436629064366291,3.5426591760250634,3733,973,973,973,357,177,180,20,40,40,1276,713,1744,1317,2416,1924,1237,572,2226,1507
