epoch,test_acc,test_acc_device_id__d001,test_acc_device_id__d002,test_acc_device_id__d003,test_acc_device_id__d004,test_acc_device_id__d005,test_acc_device_id__d006,test_acc_device_id__d007,test_acc_device_id__d009,test_acc_language__maninka,test_acc_language__pular,test_acc_language__susu,test_acc_lng,test_acc_lng_device_id__d001,test_acc_lng_device_id__d002,test_acc_lng_device_id__d003,test_acc_lng_device_id__d004,test_acc_lng_device_id__d005,test_acc_lng_device_id__d006,test_acc_lng_device_id__d007,test_acc_lng_device_id__d009,test_acc_lng_language__maninka,test_acc_lng_language__pular,test_acc_lng_language__susu,test_acc_lng_speaker_gender__F,test_acc_lng_speaker_gender__M,test_acc_lng_speaker_mothertongue__maninka,test_acc_lng_speaker_mothertongue__pular,test_acc_lng_speaker_mothertongue__susu,test_acc_lng_spoken_in_mothertongue__False,test_acc_lng_spoken_in_mothertongue__True,test_acc_speaker_gender__F,test_acc_speaker_gender__M,test_acc_speaker_mothertongue__maninka,test_acc_speaker_mothertongue__pular,test_acc_speaker_mothertongue__susu,test_acc_spoken_in_mothertongue__False,test_acc_spoken_in_mothertongue__True,test_loss,test_n,test_n_device_id__d001,test_n_device_id__d002,test_n_device_id__d003,test_n_device_id__d004,test_n_device_id__d005,test_n_device_id__d006,test_n_device_id__d007,test_n_device_id__d009,test_n_language__maninka,test_n_language__pular,test_n_language__susu,test_n_speaker_gender__F,test_n_speaker_gender__M,test_n_speaker_mothertongue__maninka,test_n_speaker_mothertongue__pular,test_n_speaker_mothertongue__susu,test_n_spoken_in_mothertongue__False,test_n_spoken_in_mothertongue__True,train_acc,train_acc_device_id__d001,train_acc_device_id__d002,train_acc_device_id__d003,train_acc_device_id__d004,train_acc_device_id__d005,train_acc_device_id__d006,train_acc_device_id__d007,train_acc_device_id__d008,train_acc_device_id__d009,train_acc_language__maninka,train_acc_language__pular,train_acc_language__susu,train_acc_lng,train_acc_lng_device_id__d001,train_acc_lng_device_id__d002,train_acc_lng_device_id__d003,train_acc_lng_device_id__d004,train_acc_lng_device_id__d005,train_acc_lng_device_id__d006,train_acc_lng_device_id__d007,train_acc_lng_device_id__d008,train_acc_lng_device_id__d009,train_acc_lng_language__maninka,train_acc_lng_language__pular,train_acc_lng_language__susu,train_acc_lng_speaker_gender__F,train_acc_lng_speaker_gender__M,train_acc_lng_speaker_mothertongue__maninka,train_acc_lng_speaker_mothertongue__pular,train_acc_lng_speaker_mothertongue__susu,train_acc_lng_spoken_in_mothertongue__False,train_acc_lng_spoken_in_mothertongue__True,train_acc_speaker_gender__F,train_acc_speaker_gender__M,train_acc_speaker_mothertongue__maninka,train_acc_speaker_mothertongue__pular,train_acc_speaker_mothertongue__susu,train_acc_spoken_in_mothertongue__False,train_acc_spoken_in_mothertongue__True,train_loss,train_n,train_n_device_id__d001,train_n_device_id__d002,train_n_device_id__d003,train_n_device_id__d004,train_n_device_id__d005,train_n_device_id__d006,train_n_device_id__d007,train_n_device_id__d008,train_n_device_id__d009,train_n_language__maninka,train_n_language__pular,train_n_language__susu,train_n_speaker_gender__F,train_n_speaker_gender__M,train_n_speaker_mothertongue__maninka,train_n_speaker_mothertongue__pular,train_n_speaker_mothertongue__susu,train_n_spoken_in_mothertongue__False,train_n_spoken_in_mothertongue__True
1,0.018808777429467086,0.018823529411764704,0.018823529411764704,0.018823529411764704,0.02142857142857143,0.025,0.0,0.0,0.0,0.0,0.0,0.053763440860215055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.013816925734024179,0.021653543307086614,0.016913319238900635,0.011976047904191617,0.05405405405405406,0.033846153846153845,0.008465608465608466,4.24484344769421,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.022475027746947835,0.024719101123595506,0.024719101123595506,0.024719101123595506,0.015113350125944584,0.011299435028248588,0.015,0.05,0.025,0.02,0.0,0.0,0.052597402597402594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.026533996683250415,0.02043369474562135,0.021810250817884406,0.02255054432348367,0.024793388429752067,0.03188539741219963,0.008333333333333333,4.230252019308516,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
2,0.018808777429467086,0.018823529411764704,0.018823529411764704,0.018823529411764704,0.02142857142857143,0.025,0.0,0.0,0.0,0.0,0.0,0.053763440860215055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.013816925734024179,0.021653543307086614,0.016913319238900635,0.011976047904191617,0.05405405405405406,0.033846153846153845,0.008465608465608466,4.091331438883719,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.022475027746947835,0.024719101123595506,0.024719101123595506,0.024719101123595506,0.015113350125944584,0.011299435028248588,0.015,0.05,0.025,0.02,0.0,0.0,0.052597402597402594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.026533996683250415,0.02043369474562135,0.021810250817884406,0.02255054432348367,0.024793388429752067,0.03188539741219963,0.008333333333333333,4.074132453588217,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
3,0.018808777429467086,0.018823529411764704,0.018823529411764704,0.018823529411764704,0.02142857142857143,0.025,0.0,0.0,0.0,0.0,0.0,0.053763440860215055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.013816925734024179,0.021653543307086614,0.016913319238900635,0.011976047904191617,0.05405405405405406,0.033846153846153845,0.008465608465608466,4.101291496252939,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.022475027746947835,0.024719101123595506,0.024719101123595506,0.024719101123595506,0.015113350125944584,0.011299435028248588,0.015,0.05,0.025,0.02,0.0,0.0,0.052597402597402594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.026533996683250415,0.02043369474562135,0.021810250817884406,0.02255054432348367,0.024793388429752067,0.03188539741219963,0.008333333333333333,4.088037630561718,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
4,0.018808777429467086,0.018823529411764704,0.018823529411764704,0.018823529411764704,0.02142857142857143,0.025,0.0,0.0,0.0,0.0,0.0,0.053763440860215055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.013816925734024179,0.021653543307086614,0.016913319238900635,0.011976047904191617,0.05405405405405406,0.033846153846153845,0.008465608465608466,4.097582319014498,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.022475027746947835,0.024719101123595506,0.024719101123595506,0.024719101123595506,0.015113350125944584,0.011299435028248588,0.015,0.05,0.025,0.02,0.0,0.0,0.052597402597402594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.026533996683250415,0.02043369474562135,0.021810250817884406,0.02255054432348367,0.024793388429752067,0.03188539741219963,0.008333333333333333,4.074053221352225,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
5,0.021316614420062698,0.023529411764705882,0.021176470588235293,0.021176470588235293,0.02142857142857143,0.025,0.0,0.0,0.0,0.0,0.0,0.06093189964157706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.013816925734024179,0.025590551181102362,0.016913319238900635,0.013972055888223553,0.07432432432432433,0.03538461538461538,0.01164021164021164,4.091985643918985,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.025249722530521643,0.028089887640449437,0.025842696629213482,0.02696629213483146,0.017632241813602016,0.011299435028248588,0.02,0.05,0.05,0.03,0.0,0.0,0.05909090909090909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03067993366500829,0.022518765638031693,0.024536532170119956,0.026438569206842923,0.024793388429752067,0.03650646950092421,0.008333333333333333,4.068088743186553,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
6,0.018808777429467086,0.018823529411764704,0.018823529411764704,0.018823529411764704,0.02142857142857143,0.025,0.0,0.0,0.0,0.0,0.0,0.053763440860215055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.013816925734024179,0.021653543307086614,0.016913319238900635,0.011976047904191617,0.05405405405405406,0.033846153846153845,0.008465608465608466,4.086319677657842,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.022475027746947835,0.024719101123595506,0.024719101123595506,0.024719101123595506,0.015113350125944584,0.011299435028248588,0.015,0.05,0.025,0.02,0.0,0.0,0.052597402597402594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.026533996683250415,0.02043369474562135,0.021810250817884406,0.02255054432348367,0.024793388429752067,0.03188539741219963,0.008333333333333333,4.068173286785163,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
7,0.018808777429467086,0.018823529411764704,0.018823529411764704,0.018823529411764704,0.02142857142857143,0.025,0.0,0.0,0.0,0.0,0.0,0.053763440860215055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.013816925734024179,0.021653543307086614,0.016913319238900635,0.011976047904191617,0.05405405405405406,0.033846153846153845,0.008465608465608466,4.082202301503723,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.022475027746947835,0.024719101123595506,0.024719101123595506,0.024719101123595506,0.015113350125944584,0.011299435028248588,0.015,0.05,0.025,0.02,0.0,0.0,0.052597402597402594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.026533996683250415,0.02043369474562135,0.021810250817884406,0.02255054432348367,0.024793388429752067,0.03188539741219963,0.008333333333333333,4.0629278473002,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
8,0.019435736677115987,0.018823529411764704,0.021176470588235293,0.018823529411764704,0.02142857142857143,0.025,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.015544041450777202,0.021653543307086614,0.017970401691331923,0.011976047904191617,0.05405405405405406,0.03538461538461538,0.008465608465608466,4.074548579009723,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.022752497225305215,0.025842696629213482,0.024719101123595506,0.024719101123595506,0.015113350125944584,0.011299435028248588,0.015,0.05,0.025,0.02,0.0,0.0,0.053246753246753244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.026533996683250415,0.020850708924103418,0.022355507088331516,0.02255054432348367,0.024793388429752067,0.03234750462107209,0.008333333333333333,4.050878505727956,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
9,0.027586206896551724,0.02588235294117647,0.03058823529411765,0.02823529411764706,0.02857142857142857,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.07885304659498207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.018998272884283247,0.03248031496062992,0.024312896405919663,0.021956087824351298,0.06756756756756757,0.052307692307692305,0.010582010582010581,4.049437443365497,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.030521642619311874,0.033707865168539325,0.035955056179775284,0.03258426966292135,0.017632241813602016,0.01694915254237288,0.015,0.1,0.025,0.03,0.0,0.0,0.07142857142857142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03150912106135987,0.030025020850708923,0.030534351145038167,0.029548989113530325,0.03305785123966942,0.04343807763401109,0.011111111111111112,4.022909028945567,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
10,0.0438871473354232,0.042352941176470586,0.04941176470588235,0.04470588235294118,0.04285714285714286,0.05,0.0,0.0,0.0,0.0,0.0,0.12544802867383512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.027633851468048358,0.0531496062992126,0.040169133192389,0.02594810379241517,0.12837837837837837,0.07846153846153846,0.020105820105820106,3.9664825535119514,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.04827968923418424,0.052808988764044947,0.056179775280898875,0.052808988764044947,0.030226700251889168,0.02824858757062147,0.03,0.1,0.025,0.04,0.0,0.0,0.11298701298701298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05472636815920398,0.045037531276063386,0.04743729552889858,0.045878693623639194,0.05785123966942149,0.06746765249537892,0.019444444444444445,3.9306234069722605,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
