epoch,test_acc,test_acc_device_id__d001,test_acc_device_id__d002,test_acc_device_id__d003,test_acc_device_id__d004,test_acc_device_id__d005,test_acc_device_id__d008,test_acc_device_id__d009,test_acc_language__maninka,test_acc_language__pular,test_acc_language__susu,test_acc_lng,test_acc_lng_device_id__d001,test_acc_lng_device_id__d002,test_acc_lng_device_id__d003,test_acc_lng_device_id__d004,test_acc_lng_device_id__d005,test_acc_lng_device_id__d008,test_acc_lng_device_id__d009,test_acc_lng_language__maninka,test_acc_lng_language__pular,test_acc_lng_language__susu,test_acc_lng_speaker_gender__F,test_acc_lng_speaker_gender__M,test_acc_lng_speaker_mothertongue__maninka,test_acc_lng_speaker_mothertongue__pular,test_acc_lng_speaker_mothertongue__susu,test_acc_lng_spoken_in_mothertongue__False,test_acc_lng_spoken_in_mothertongue__True,test_acc_speaker_gender__F,test_acc_speaker_gender__M,test_acc_speaker_mothertongue__maninka,test_acc_speaker_mothertongue__pular,test_acc_speaker_mothertongue__susu,test_acc_spoken_in_mothertongue__False,test_acc_spoken_in_mothertongue__True,test_loss,test_n,test_n_device_id__d001,test_n_device_id__d002,test_n_device_id__d003,test_n_device_id__d004,test_n_device_id__d005,test_n_device_id__d008,test_n_device_id__d009,test_n_language__maninka,test_n_language__pular,test_n_language__susu,test_n_speaker_gender__F,test_n_speaker_gender__M,test_n_speaker_mothertongue__maninka,test_n_speaker_mothertongue__pular,test_n_speaker_mothertongue__susu,test_n_spoken_in_mothertongue__False,test_n_spoken_in_mothertongue__True,train_acc,train_acc_device_id__d001,train_acc_device_id__d002,train_acc_device_id__d003,train_acc_device_id__d004,train_acc_device_id__d005,train_acc_device_id__d006,train_acc_device_id__d007,train_acc_device_id__d008,train_acc_device_id__d009,train_acc_language__maninka,train_acc_language__pular,train_acc_language__susu,train_acc_lng,train_acc_lng_device_id__d001,train_acc_lng_device_id__d002,train_acc_lng_device_id__d003,train_acc_lng_device_id__d004,train_acc_lng_device_id__d005,train_acc_lng_device_id__d006,train_acc_lng_device_id__d007,train_acc_lng_device_id__d008,train_acc_lng_device_id__d009,train_acc_lng_language__maninka,train_acc_lng_language__pular,train_acc_lng_language__susu,train_acc_lng_speaker_gender__F,train_acc_lng_speaker_gender__M,train_acc_lng_speaker_mothertongue__maninka,train_acc_lng_speaker_mothertongue__pular,train_acc_lng_speaker_mothertongue__susu,train_acc_lng_spoken_in_mothertongue__False,train_acc_lng_spoken_in_mothertongue__True,train_acc_speaker_gender__F,train_acc_speaker_gender__M,train_acc_speaker_mothertongue__maninka,train_acc_speaker_mothertongue__pular,train_acc_speaker_mothertongue__susu,train_acc_spoken_in_mothertongue__False,train_acc_spoken_in_mothertongue__True,train_loss,train_n,train_n_device_id__d001,train_n_device_id__d002,train_n_device_id__d003,train_n_device_id__d004,train_n_device_id__d005,train_n_device_id__d006,train_n_device_id__d007,train_n_device_id__d008,train_n_device_id__d009,train_n_language__maninka,train_n_language__pular,train_n_language__susu,train_n_speaker_gender__F,train_n_speaker_gender__M,train_n_speaker_mothertongue__maninka,train_n_speaker_mothertongue__pular,train_n_speaker_mothertongue__susu,train_n_spoken_in_mothertongue__False,train_n_spoken_in_mothertongue__True
1,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.3131601894877045,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.330116175560763,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
2,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.065136416927799,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.103412100050899,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
3,0.028693528693528692,0.026748971193415638,0.024691358024691357,0.030864197530864196,0.03333333333333333,0.03333333333333333,0.1,0.025,0.0,0.0,0.05979643765903308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.026970954356846474,0.029411764705882353,0.02288329519450801,0.04032258064516129,0.026119402985074626,0.044543429844097995,0.00945945945945946,4.0860056521982795,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.02358887952822241,0.025331724969843185,0.022919179734620022,0.028950542822677925,0.018867924528301886,0.012658227848101266,0.01818181818181818,0.05,0.0,0.025,0.0,0.0,0.06402439024390244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.026093630084420567,0.022143489813994686,0.024134312696747113,0.015491866769945779,0.04945054945054945,0.03444676409185804,0.01094224924012158,4.100297987310446,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
4,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.097412146637001,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.111955582174951,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
5,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.077439751817193,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.098588248780188,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
6,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.063583355392438,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.089879880892832,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
7,0.026251526251526252,0.024691358024691357,0.024691358024691357,0.026748971193415638,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.054707379134860054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.026816608996539794,0.021739130434782608,0.036290322580645164,0.022388059701492536,0.04120267260579064,0.008108108108108109,4.065402616656889,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.019300361881785282,0.022919179734620022,0.022919179734620022,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.022256331542594012,0.01771479185119575,0.01888772298006296,0.013942680092951201,0.04120879120879121,0.028183716075156576,0.00911854103343465,4.089081916069924,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
8,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.064351157536582,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.0874322357220585,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
9,0.03418803418803419,0.037037037037037035,0.03292181069958848,0.030864197530864196,0.03333333333333333,0.03333333333333333,0.1,0.025,0.0,0.0,0.07124681933842239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04149377593360996,0.031141868512110725,0.02631578947368421,0.04838709677419355,0.033582089552238806,0.052338530066815145,0.012162162162162163,4.059286692785839,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.02246559955068801,0.022919179734620022,0.022919179734620022,0.022919179734620022,0.025157232704402517,0.012658227848101266,0.01818181818181818,0.025,0.0,0.0375,0.0,0.0,0.06097560975609756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.023791250959324637,0.021700620017714792,0.0236096537250787,0.016266460108443067,0.038461538461538464,0.03444676409185804,0.00851063829787234,4.082194970250632,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
10,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.045304164490566,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.0687119768630655,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
