epoch,test_acc,test_acc_device_id__d001,test_acc_device_id__d002,test_acc_device_id__d003,test_acc_device_id__d004,test_acc_device_id__d005,test_acc_device_id__d006,test_acc_device_id__d007,test_acc_device_id__d009,test_acc_language__maninka,test_acc_language__pular,test_acc_language__susu,test_acc_lng,test_acc_lng_device_id__d001,test_acc_lng_device_id__d002,test_acc_lng_device_id__d003,test_acc_lng_device_id__d004,test_acc_lng_device_id__d005,test_acc_lng_device_id__d006,test_acc_lng_device_id__d007,test_acc_lng_device_id__d009,test_acc_lng_language__maninka,test_acc_lng_language__pular,test_acc_lng_language__susu,test_acc_lng_speaker_gender__F,test_acc_lng_speaker_gender__M,test_acc_lng_speaker_mothertongue__maninka,test_acc_lng_speaker_mothertongue__pular,test_acc_lng_speaker_mothertongue__susu,test_acc_lng_spoken_in_mothertongue__False,test_acc_lng_spoken_in_mothertongue__True,test_acc_speaker_gender__F,test_acc_speaker_gender__M,test_acc_speaker_mothertongue__maninka,test_acc_speaker_mothertongue__pular,test_acc_speaker_mothertongue__susu,test_acc_spoken_in_mothertongue__False,test_acc_spoken_in_mothertongue__True,test_loss,test_n,test_n_device_id__d001,test_n_device_id__d002,test_n_device_id__d003,test_n_device_id__d004,test_n_device_id__d005,test_n_device_id__d006,test_n_device_id__d007,test_n_device_id__d009,test_n_language__maninka,test_n_language__pular,test_n_language__susu,test_n_speaker_gender__F,test_n_speaker_gender__M,test_n_speaker_mothertongue__maninka,test_n_speaker_mothertongue__pular,test_n_speaker_mothertongue__susu,test_n_spoken_in_mothertongue__False,test_n_spoken_in_mothertongue__True,train_acc,train_acc_device_id__d001,train_acc_device_id__d002,train_acc_device_id__d003,train_acc_device_id__d004,train_acc_device_id__d005,train_acc_device_id__d006,train_acc_device_id__d007,train_acc_device_id__d008,train_acc_device_id__d009,train_acc_language__maninka,train_acc_language__pular,train_acc_language__susu,train_acc_lng,train_acc_lng_device_id__d001,train_acc_lng_device_id__d002,train_acc_lng_device_id__d003,train_acc_lng_device_id__d004,train_acc_lng_device_id__d005,train_acc_lng_device_id__d006,train_acc_lng_device_id__d007,train_acc_lng_device_id__d008,train_acc_lng_device_id__d009,train_acc_lng_language__maninka,train_acc_lng_language__pular,train_acc_lng_language__susu,train_acc_lng_speaker_gender__F,train_acc_lng_speaker_gender__M,train_acc_lng_speaker_mothertongue__maninka,train_acc_lng_speaker_mothertongue__pular,train_acc_lng_speaker_mothertongue__susu,train_acc_lng_spoken_in_mothertongue__False,train_acc_lng_spoken_in_mothertongue__True,train_acc_speaker_gender__F,train_acc_speaker_gender__M,train_acc_speaker_mothertongue__maninka,train_acc_speaker_mothertongue__pular,train_acc_speaker_mothertongue__susu,train_acc_spoken_in_mothertongue__False,train_acc_spoken_in_mothertongue__True,train_loss,train_n,train_n_device_id__d001,train_n_device_id__d002,train_n_device_id__d003,train_n_device_id__d004,train_n_device_id__d005,train_n_device_id__d006,train_n_device_id__d007,train_n_device_id__d008,train_n_device_id__d009,train_n_language__maninka,train_n_language__pular,train_n_language__susu,train_n_speaker_gender__F,train_n_speaker_gender__M,train_n_speaker_mothertongue__maninka,train_n_speaker_mothertongue__pular,train_n_speaker_mothertongue__susu,train_n_spoken_in_mothertongue__False,train_n_spoken_in_mothertongue__True
1,0.018808777429467086,0.018823529411764704,0.018823529411764704,0.018823529411764704,0.02142857142857143,0.025,0.0,0.0,0.0,0.0,0.0,0.053763440860215055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.013816925734024179,0.021653543307086614,0.016913319238900635,0.011976047904191617,0.05405405405405406,0.033846153846153845,0.008465608465608466,4.227063543146307,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.022475027746947835,0.024719101123595506,0.024719101123595506,0.024719101123595506,0.015113350125944584,0.011299435028248588,0.015,0.05,0.025,0.02,0.0,0.0,0.052597402597402594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.026533996683250415,0.02043369474562135,0.021810250817884406,0.02255054432348367,0.024793388429752067,0.03188539741219963,0.008333333333333333,4.2119760121674705,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
2,0.018808777429467086,0.01411764705882353,0.021176470588235293,0.018823529411764704,0.02142857142857143,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.053763440860215055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.012089810017271158,0.022637795275590553,0.017970401691331923,0.013972055888223553,0.04054054054054054,0.036923076923076927,0.006349206349206349,4.0873154499687745,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.029134295227524972,0.03258426966292135,0.035955056179775284,0.030337078651685393,0.017632241813602016,0.011299435028248588,0.015,0.05,0.025,0.03,0.0,0.0,0.06818181818181818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03316749585406302,0.027105921601334446,0.027262813522355506,0.028771384136858476,0.0371900826446281,0.040203327171903884,0.0125,4.07117838123927,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
3,0.030721003134796237,0.02588235294117647,0.03294117647058824,0.02823529411764706,0.04285714285714286,0.05,0.0,0.0,0.0,0.0,0.0,0.08781362007168458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.018998272884283247,0.03740157480314961,0.02959830866807611,0.01996007984031936,0.07432432432432433,0.05846153846153846,0.01164021164021164,4.096839469503085,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.03662597114317425,0.04157303370786517,0.043820224719101124,0.035955056179775284,0.02518891687657431,0.022598870056497175,0.015,0.1,0.025,0.04,0.0,0.0,0.08571428571428572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04228855721393035,0.03377814845704754,0.03816793893129771,0.03265940902021773,0.04132231404958678,0.051756007393715345,0.013888888888888888,4.082319810043826,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
4,0.03260188087774295,0.03294117647058824,0.03294117647058824,0.03529411764705882,0.02857142857142857,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0931899641577061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.025906735751295335,0.03641732283464567,0.02854122621564482,0.023952095808383235,0.08783783783783784,0.06,0.013756613756613757,4.078252944228791,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.03773584905660377,0.043820224719101124,0.04269662921348315,0.043820224719101124,0.017632241813602016,0.01694915254237288,0.025,0.05,0.025,0.03,0.0,0.0,0.08831168831168831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04560530679933665,0.03377814845704754,0.03380588876772083,0.04121306376360809,0.04338842975206612,0.05314232902033272,0.014583333333333334,4.050436796808613,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
5,0.0225705329153605,0.023529411764705882,0.023529411764705882,0.021176470588235293,0.02857142857142857,0.025,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.015544041450777202,0.0265748031496063,0.021141649048625793,0.011976047904191617,0.06756756756756757,0.04,0.010582010582010581,4.041364415088044,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.022752497225305215,0.024719101123595506,0.024719101123595506,0.024719101123595506,0.015113350125944584,0.01694915254237288,0.015,0.05,0.025,0.02,0.0,0.0,0.053246753246753244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.026533996683250415,0.020850708924103418,0.021810250817884406,0.02332814930015552,0.024793388429752067,0.03234750462107209,0.008333333333333333,4.012586489898648,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
6,0.0445141065830721,0.04941176470588235,0.04,0.04,0.05714285714285714,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.12724014336917563,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.031088082901554404,0.05216535433070866,0.040169133192389,0.027944111776447105,0.12837837837837837,0.08,0.020105820105820106,3.953475483383131,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.054106548279689234,0.06292134831460675,0.056179775280898875,0.05730337078651685,0.037783375314861464,0.03389830508474576,0.045,0.1,0.05,0.04,0.0,0.0,0.1266233766233766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06135986733001658,0.05045871559633028,0.05234460196292257,0.0552099533437014,0.05785123966942149,0.07717190388170056,0.019444444444444445,3.921099742165416,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
7,0.05642633228840126,0.05647058823529412,0.05647058823529412,0.05647058823529412,0.06428571428571428,0.075,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04145077720207254,0.06496062992125984,0.052854122621564484,0.03992015968063872,0.13513513513513514,0.1076923076923077,0.021164021164021163,3.7930500855640186,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.07352941176470588,0.07977528089887641,0.08202247191011236,0.07865168539325842,0.055415617128463476,0.03954802259887006,0.055,0.2,0.05,0.05,0.0024834437086092716,0.0,0.17012987012987013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08623548922056384,0.06713928273561301,0.06706652126499454,0.08164852255054432,0.07644628099173553,0.1044362292051756,0.027083333333333334,3.7478411120923854,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
8,0.07648902821316614,0.07058823529411765,0.08941176470588236,0.07058823529411765,0.09285714285714286,0.08333333333333333,0.0,0.05,0.0,0.041390728476821195,0.0,0.17383512544802868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.055267702936096716,0.08858267716535433,0.07610993657505286,0.041916167664670656,0.19594594594594594,0.1123076923076923,0.05185185185185185,3.622773259560516,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.08601553829078801,0.09775280898876404,0.08651685393258426,0.09550561797752809,0.0654911838790932,0.07909604519774012,0.055,0.05,0.1,0.05,0.048841059602649006,0.0,0.16298701298701299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09535655058043117,0.08131776480400334,0.08396946564885496,0.08164852255054432,0.10537190082644628,0.1067467652495379,0.05486111111111111,3.5669382033946113,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
9,0.09278996865203762,0.08705882352941176,0.08470588235294117,0.1011764705882353,0.10714285714285714,0.13333333333333333,0.0,0.05,0.0,0.018211920529801324,0.0,0.24551971326164876,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06390328151986183,0.10925196850393701,0.08456659619450317,0.06387225548902195,0.24324324324324326,0.16,0.04656084656084656,3.512723601051259,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.1107103218645949,0.12022471910112359,0.11685393258426967,0.1258426966292135,0.08060453400503778,0.05084745762711865,0.085,0.1,0.1,0.12,0.023178807947019868,0.0,0.2409090909090909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.13598673300165837,0.09799833194328607,0.10850599781897492,0.104199066874028,0.13636363636363635,0.1478743068391867,0.05486111111111111,3.464440382810332,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
10,0.10595611285266458,0.0988235294117647,0.10823529411764705,0.1011764705882353,0.12857142857142856,0.15833333333333333,0.0,0.05,0.0,0.04470198675496689,0.0,0.25448028673835127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07426597582037997,0.12401574803149606,0.10676532769556026,0.06786427145708583,0.22972972972972974,0.17384615384615384,0.05925925925925926,3.4045720498016263,1595,425,425,425,140,120,20,20,20,604,433,558,579,1016,946,501,148,650,945,0.12125416204217536,0.13820224719101123,0.12921348314606743,0.12921348314606743,0.08816120906801007,0.05649717514124294,0.085,0.2,0.175,0.11,0.050496688741721855,0.0,0.24415584415584415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14096185737976782,0.11134278565471226,0.12704471101417666,0.104199066874028,0.1446280991735537,0.15573012939001848,0.06944444444444445,3.3533829531315034,3604,890,890,890,397,177,200,20,40,100,1208,856,1540,1206,2398,1834,1286,484,2164,1440
