epoch,test_acc,test_acc_device_id__d001,test_acc_device_id__d002,test_acc_device_id__d003,test_acc_device_id__d004,test_acc_device_id__d005,test_acc_device_id__d008,test_acc_device_id__d009,test_acc_language__maninka,test_acc_language__pular,test_acc_language__susu,test_acc_lng,test_acc_lng_device_id__d001,test_acc_lng_device_id__d002,test_acc_lng_device_id__d003,test_acc_lng_device_id__d004,test_acc_lng_device_id__d005,test_acc_lng_device_id__d008,test_acc_lng_device_id__d009,test_acc_lng_language__maninka,test_acc_lng_language__pular,test_acc_lng_language__susu,test_acc_lng_speaker_gender__F,test_acc_lng_speaker_gender__M,test_acc_lng_speaker_mothertongue__maninka,test_acc_lng_speaker_mothertongue__pular,test_acc_lng_speaker_mothertongue__susu,test_acc_lng_spoken_in_mothertongue__False,test_acc_lng_spoken_in_mothertongue__True,test_acc_speaker_gender__F,test_acc_speaker_gender__M,test_acc_speaker_mothertongue__maninka,test_acc_speaker_mothertongue__pular,test_acc_speaker_mothertongue__susu,test_acc_spoken_in_mothertongue__False,test_acc_spoken_in_mothertongue__True,test_loss,test_n,test_n_device_id__d001,test_n_device_id__d002,test_n_device_id__d003,test_n_device_id__d004,test_n_device_id__d005,test_n_device_id__d008,test_n_device_id__d009,test_n_language__maninka,test_n_language__pular,test_n_language__susu,test_n_speaker_gender__F,test_n_speaker_gender__M,test_n_speaker_mothertongue__maninka,test_n_speaker_mothertongue__pular,test_n_speaker_mothertongue__susu,test_n_spoken_in_mothertongue__False,test_n_spoken_in_mothertongue__True,train_acc,train_acc_device_id__d001,train_acc_device_id__d002,train_acc_device_id__d003,train_acc_device_id__d004,train_acc_device_id__d005,train_acc_device_id__d006,train_acc_device_id__d007,train_acc_device_id__d008,train_acc_device_id__d009,train_acc_language__maninka,train_acc_language__pular,train_acc_language__susu,train_acc_lng,train_acc_lng_device_id__d001,train_acc_lng_device_id__d002,train_acc_lng_device_id__d003,train_acc_lng_device_id__d004,train_acc_lng_device_id__d005,train_acc_lng_device_id__d006,train_acc_lng_device_id__d007,train_acc_lng_device_id__d008,train_acc_lng_device_id__d009,train_acc_lng_language__maninka,train_acc_lng_language__pular,train_acc_lng_language__susu,train_acc_lng_speaker_gender__F,train_acc_lng_speaker_gender__M,train_acc_lng_speaker_mothertongue__maninka,train_acc_lng_speaker_mothertongue__pular,train_acc_lng_speaker_mothertongue__susu,train_acc_lng_spoken_in_mothertongue__False,train_acc_lng_spoken_in_mothertongue__True,train_acc_speaker_gender__F,train_acc_speaker_gender__M,train_acc_speaker_mothertongue__maninka,train_acc_speaker_mothertongue__pular,train_acc_speaker_mothertongue__susu,train_acc_spoken_in_mothertongue__False,train_acc_spoken_in_mothertongue__True,train_loss,train_n,train_n_device_id__d001,train_n_device_id__d002,train_n_device_id__d003,train_n_device_id__d004,train_n_device_id__d005,train_n_device_id__d006,train_n_device_id__d007,train_n_device_id__d008,train_n_device_id__d009,train_n_language__maninka,train_n_language__pular,train_n_language__susu,train_n_speaker_gender__F,train_n_speaker_gender__M,train_n_speaker_mothertongue__maninka,train_n_speaker_mothertongue__pular,train_n_speaker_mothertongue__susu,train_n_spoken_in_mothertongue__False,train_n_spoken_in_mothertongue__True
1,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.287645370241195,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.311174537853658,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
2,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.064456534473014,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.102059762553531,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
3,0.022588522588522588,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.0,0.0,0.0,0.025,0.05300859598853868,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02074688796680498,0.023356401384083045,0.032036613272311214,0.006048387096774193,0.022388059701492536,0.01002227171492205,0.03783783783783784,4.097566653520633,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.016287559674248806,0.014475271411338963,0.014475271411338963,0.014475271411338963,0.018867924528301886,0.02109704641350211,0.01818181818181818,0.025,0.05,0.025,0.05206463195691203,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01688411358403684,0.015943312666076175,0.020461699895068207,0.013168086754453912,0.005494505494505495,0.009916492693110648,0.02370820668693009,4.100842624526116,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
4,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.093404991140587,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.111230221935552,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
5,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.070014366736779,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.097750587966863,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
6,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.06160897242135,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.0901682767195835,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
7,0.031746031746031744,0.030864197530864196,0.02880658436213992,0.030864197530864196,0.05,0.03333333333333333,0.05,0.05,0.0,0.0,0.06615776081424936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.03460207612456748,0.02745995423340961,0.04435483870967742,0.022388059701492536,0.051224944320712694,0.008108108108108109,4.065107184888679,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.02330805953383881,0.024125452352231604,0.025331724969843185,0.027744270205066344,0.018867924528301886,0.016877637130801686,0.013636363636363636,0.05,0.0,0.0125,0.0,0.0,0.06326219512195122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.026093630084420567,0.021700620017714792,0.024134312696747113,0.01471727343144849,0.04945054945054945,0.03392484342379958,0.01094224924012158,4.089517577850762,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
8,0.04822954822954823,0.04526748971193416,0.043209876543209874,0.04938271604938271,0.06666666666666667,0.06666666666666667,0.1,0.05,0.0,0.0,0.1005089058524173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.043568464730290454,0.050173010380622836,0.043478260869565216,0.0625,0.03731343283582089,0.07683741648106904,0.013513513513513514,4.062103718628377,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.03538331929233361,0.038600723763570564,0.039806996381182146,0.039806996381182146,0.027253668763102725,0.02531645569620253,0.022727272727272728,0.05,0.0,0.025,0.0,0.0,0.09603658536585366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.039140445126630855,0.033215234720992026,0.03620146904512067,0.024012393493415957,0.07142857142857142,0.05219206680584551,0.015805471124620062,4.085304215261689,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
9,0.0463980463980464,0.04526748971193416,0.04526748971193416,0.043209876543209874,0.06666666666666667,0.05,0.1,0.05,0.0,0.0,0.09669211195928754,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03319502074688797,0.05190311418685121,0.04004576659038902,0.05846774193548387,0.04477611940298507,0.07126948775055679,0.016216216216216217,4.049347799485129,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.03622577927548441,0.04342581423401689,0.04101326899879373,0.04101326899879373,0.025157232704402517,0.02531645569620253,0.013636363636363636,0.05,0.0,0.025,0.0,0.0,0.09832317073170732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03760552570990023,0.0354295837023915,0.03515215110178384,0.024012393493415957,0.08516483516483517,0.0511482254697286,0.01884498480243161,4.071422685099867,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
10,0.03663003663003663,0.037037037037037035,0.037037037037037035,0.03292181069958848,0.05,0.03333333333333333,0.05,0.05,0.0,0.0,0.07633587786259542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03112033195020747,0.03892733564013841,0.03546910755148741,0.036290322580645164,0.041044776119402986,0.05456570155902005,0.014864864864864866,4.020991901774983,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.029766919404661613,0.032569360675512665,0.031363088057901084,0.033775633293124246,0.025157232704402517,0.02109704641350211,0.01818181818181818,0.05,0.0,0.025,0.0017953321364452424,0.0,0.07926829268292683,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.031465848042977744,0.02878653675819309,0.03147953830010493,0.020139426800929512,0.054945054945054944,0.04384133611691023,0.013373860182370821,4.039316650322065,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
