epoch,test_acc,test_acc_device_id__d001,test_acc_device_id__d002,test_acc_device_id__d003,test_acc_device_id__d004,test_acc_device_id__d005,test_acc_device_id__d008,test_acc_device_id__d009,test_acc_language__maninka,test_acc_language__pular,test_acc_language__susu,test_acc_lng,test_acc_lng_device_id__d001,test_acc_lng_device_id__d002,test_acc_lng_device_id__d003,test_acc_lng_device_id__d004,test_acc_lng_device_id__d005,test_acc_lng_device_id__d008,test_acc_lng_device_id__d009,test_acc_lng_language__maninka,test_acc_lng_language__pular,test_acc_lng_language__susu,test_acc_lng_speaker_gender__F,test_acc_lng_speaker_gender__M,test_acc_lng_speaker_mothertongue__maninka,test_acc_lng_speaker_mothertongue__pular,test_acc_lng_speaker_mothertongue__susu,test_acc_lng_spoken_in_mothertongue__False,test_acc_lng_spoken_in_mothertongue__True,test_acc_speaker_gender__F,test_acc_speaker_gender__M,test_acc_speaker_mothertongue__maninka,test_acc_speaker_mothertongue__pular,test_acc_speaker_mothertongue__susu,test_acc_spoken_in_mothertongue__False,test_acc_spoken_in_mothertongue__True,test_loss,test_n,test_n_device_id__d001,test_n_device_id__d002,test_n_device_id__d003,test_n_device_id__d004,test_n_device_id__d005,test_n_device_id__d008,test_n_device_id__d009,test_n_language__maninka,test_n_language__pular,test_n_language__susu,test_n_speaker_gender__F,test_n_speaker_gender__M,test_n_speaker_mothertongue__maninka,test_n_speaker_mothertongue__pular,test_n_speaker_mothertongue__susu,test_n_spoken_in_mothertongue__False,test_n_spoken_in_mothertongue__True,train_acc,train_acc_device_id__d001,train_acc_device_id__d002,train_acc_device_id__d003,train_acc_device_id__d004,train_acc_device_id__d005,train_acc_device_id__d006,train_acc_device_id__d007,train_acc_device_id__d008,train_acc_device_id__d009,train_acc_language__maninka,train_acc_language__pular,train_acc_language__susu,train_acc_lng,train_acc_lng_device_id__d001,train_acc_lng_device_id__d002,train_acc_lng_device_id__d003,train_acc_lng_device_id__d004,train_acc_lng_device_id__d005,train_acc_lng_device_id__d006,train_acc_lng_device_id__d007,train_acc_lng_device_id__d008,train_acc_lng_device_id__d009,train_acc_lng_language__maninka,train_acc_lng_language__pular,train_acc_lng_language__susu,train_acc_lng_speaker_gender__F,train_acc_lng_speaker_gender__M,train_acc_lng_speaker_mothertongue__maninka,train_acc_lng_speaker_mothertongue__pular,train_acc_lng_speaker_mothertongue__susu,train_acc_lng_spoken_in_mothertongue__False,train_acc_lng_spoken_in_mothertongue__True,train_acc_speaker_gender__F,train_acc_speaker_gender__M,train_acc_speaker_mothertongue__maninka,train_acc_speaker_mothertongue__pular,train_acc_speaker_mothertongue__susu,train_acc_spoken_in_mothertongue__False,train_acc_spoken_in_mothertongue__True,train_loss,train_n,train_n_device_id__d001,train_n_device_id__d002,train_n_device_id__d003,train_n_device_id__d004,train_n_device_id__d005,train_n_device_id__d006,train_n_device_id__d007,train_n_device_id__d008,train_n_device_id__d009,train_n_language__maninka,train_n_language__pular,train_n_language__susu,train_n_speaker_gender__F,train_n_speaker_gender__M,train_n_speaker_mothertongue__maninka,train_n_speaker_mothertongue__pular,train_n_speaker_mothertongue__susu,train_n_spoken_in_mothertongue__False,train_n_spoken_in_mothertongue__True
1,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.270765591017056,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.29529031412349,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
2,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.062067798060229,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.020780679584386407,0.022919179734620022,0.022919179734620022,0.025331724969843185,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.056402439024390245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024558710667689946,0.018600531443755536,0.022035676810073453,0.013942680092951201,0.038461538461538464,0.031315240083507306,0.00851063829787234,4.095929851494489,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
3,0.023809523809523808,0.026748971193415638,0.024691358024691357,0.026748971193415638,0.0,0.0,0.0,0.025,0.055873925501432664,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02074688796680498,0.025086505190311418,0.032036613272311214,0.010080645161290322,0.022388059701492536,0.012249443207126948,0.03783783783783784,4.0976073995178,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.02106149957877001,0.018094089264173704,0.018094089264173704,0.019300361881785282,0.025157232704402517,0.02109704641350211,0.031818181818181815,0.025,0.05,0.0375,0.06732495511669659,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024558710667689946,0.01904340124003543,0.02465897166841553,0.020139426800929512,0.005494505494505495,0.014613778705636743,0.02857142857142857,4.100063582144236,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
4,0.031135531135531136,0.030864197530864196,0.02880658436213992,0.02880658436213992,0.05,0.05,0.05,0.025,0.0,0.0,0.0648854961832061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03112033195020747,0.031141868512110725,0.02288329519450801,0.04435483870967742,0.033582089552238806,0.0467706013363029,0.012162162162162163,4.083131690019507,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.02471215950575681,0.024125452352231604,0.027744270205066344,0.027744270205066344,0.020964360587002098,0.016877637130801686,0.01818181818181818,0.05,0.0,0.025,0.0,0.0,0.06707317073170732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02686108979278588,0.023472099202834367,0.02465897166841553,0.020139426800929512,0.04120879120879121,0.038100208768267224,0.00911854103343465,4.101499048118945,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
5,0.02564102564102564,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.05343511450381679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024896265560165973,0.025951557093425604,0.021739130434782608,0.034274193548387094,0.022388059701492536,0.0400890868596882,0.008108108108108109,4.0442484016092415,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.019376579612468407,0.021712907117008445,0.021712907117008445,0.021712907117008445,0.014675052410901468,0.012658227848101266,0.013636363636363636,0.025,0.0,0.0125,0.0,0.0,0.052591463414634144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021488871834228703,0.01815766164747564,0.019412381951731374,0.013942680092951201,0.038461538461538464,0.02870563674321503,0.00851063829787234,4.072861887571083,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
6,0.0231990231990232,0.0205761316872428,0.02263374485596708,0.02263374485596708,0.03333333333333333,0.03333333333333333,0.05,0.025,0.0,0.0,0.04834605597964377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.022821576763485476,0.023356401384083045,0.021739130434782608,0.03225806451612903,0.011194029850746268,0.03897550111358575,0.004054054054054054,4.0108419378744085,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.02049985959000281,0.021712907117008445,0.022919179734620022,0.022919179734620022,0.016771488469601678,0.012658227848101266,0.01818181818181818,0.025,0.0,0.0125,0.0062836624775583485,0.0,0.05030487804878049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02532617037605526,0.01771479185119575,0.020461699895068207,0.015491866769945779,0.038461538461538464,0.02870563674321503,0.01094224924012158,4.035669761171371,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
7,0.05372405372405373,0.04938271604938271,0.05555555555555555,0.051440329218107,0.05,0.06666666666666667,0.0,0.125,0.05300859598853868,0.0,0.0648854961832061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03112033195020747,0.06314878892733564,0.06750572082379863,0.04032258064516129,0.033582089552238806,0.06347438752783964,0.041891891891891894,3.934465978899573,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.04436955911260882,0.039806996381182146,0.05186972255729795,0.04342581423401689,0.039832285115303984,0.05907172995780591,0.01818181818181818,0.1,0.05,0.05,0.05116696588868941,0.0,0.07698170731707317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.044512663085188024,0.04428697962798937,0.046169989506820566,0.032532920216886134,0.07692307692307693,0.049060542797494784,0.038905775075987845,3.9561145400036857,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
8,0.07631257631257632,0.06995884773662552,0.08847736625514403,0.07818930041152264,0.03333333333333333,0.03333333333333333,0.05,0.125,0.08882521489971347,0.012987012987012988,0.07760814249363868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06224066390041494,0.08217993079584775,0.08466819221967964,0.06451612903225806,0.0708955223880597,0.08129175946547884,0.07027027027027027,3.7780934428120707,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.05251333894973322,0.047044632086851626,0.05066344993968637,0.05186972255729795,0.05660377358490566,0.07172995780590717,0.05,0.05,0.1,0.05,0.09156193895870736,0.001762114537444934,0.06326219512195122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.056792018419033,0.05004428697962799,0.06400839454354669,0.031758326878388844,0.06593406593406594,0.05010438413361169,0.05531914893617021,3.8044918995498103,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
9,0.07875457875457875,0.07407407407407407,0.07407407407407407,0.08436213991769548,0.11666666666666667,0.08333333333333333,0.05,0.075,0.04727793696275072,0.006493506493506494,0.12086513994910941,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06016597510373444,0.08650519031141868,0.07437070938215103,0.0846774193548387,0.08208955223880597,0.09799554565701558,0.05540540540540541,3.6059737805190686,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.07301319853973604,0.07840772014475271,0.07961399276236429,0.0735826296743064,0.0649895178197065,0.07172995780590717,0.05454545454545454,0.075,0.05,0.05,0.0466786355475763,0.003524229074889868,0.15548780487804878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08288564850345356,0.06731620903454384,0.07922350472193075,0.046475600309837335,0.1346153846153846,0.09394572025052192,0.0486322188449848,3.638138138755792,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
10,0.0811965811965812,0.0823045267489712,0.08436213991769548,0.08641975308641975,0.03333333333333333,0.06666666666666667,0.0,0.1,0.05157593123209169,0.0,0.12340966921119594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06224066390041494,0.08910034602076125,0.07894736842105263,0.08870967741935484,0.07462686567164178,0.10244988864142539,0.05540540540540541,3.486399220896291,1638,486,486,486,60,60,20,40,698,154,786,482,1156,874,496,268,898,740,0.06515023869699522,0.07117008443908324,0.06393244873341375,0.07720144752714113,0.05241090146750524,0.05485232067510549,0.045454545454545456,0.1,0.05,0.0375,0.05026929982046679,0.000881057268722467,0.13338414634146342,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07597851112816577,0.05890168290522586,0.07135362014690451,0.040278853601859024,0.12087912087912088,0.07985386221294363,0.04802431610942249,3.527390507626018,3561,829,829,829,477,237,220,40,20,80,1114,1135,1312,1303,2258,1906,1291,364,1916,1645
