fold_index,feature_name,C,pooling_mechanism,algorithm,train_acc,test_acc
4,wav2vec_features-z,0.8,neuron_mean,svm,0.6862745098039216,0.45454545454545453
4,wav2vec_features-z,0.8,neuron_std,log_reg,0.4117647058823529,0.24242424242424243
4,wav2vec_features-z,0.8,neuron_std,svm,1.0,0.6060606060606061
4,wav2vec_features-z,0.7,neuron_mean,log_reg,0.39215686274509803,0.24242424242424243
4,wav2vec_features-z,0.7,neuron_mean,svm,0.6862745098039216,0.45454545454545453
4,wav2vec_features-z,0.7,neuron_std,log_reg,0.39215686274509803,0.24242424242424243
4,wav2vec_features-z,0.7,neuron_std,svm,0.9803921568627451,0.6363636363636364
4,retrained-wav2vec_features-c,1,neuron_mean,log_reg,0.49019607843137253,0.24242424242424243
4,retrained-wav2vec_features-c,1,neuron_mean,svm,0.9607843137254902,0.6060606060606061
4,retrained-wav2vec_features-c,1,neuron_std,log_reg,0.5294117647058824,0.24242424242424243
4,retrained-wav2vec_features-c,1,neuron_std,svm,1.0,0.6363636363636364
4,retrained-wav2vec_features-c,0.9,neuron_mean,log_reg,0.49019607843137253,0.24242424242424243
4,retrained-wav2vec_features-c,0.9,neuron_mean,svm,0.9607843137254902,0.5757575757575758
4,retrained-wav2vec_features-c,0.9,neuron_std,log_reg,0.5294117647058824,0.24242424242424243
4,retrained-wav2vec_features-c,0.9,neuron_std,svm,1.0,0.6363636363636364
4,retrained-wav2vec_features-c,0.8,neuron_mean,log_reg,0.49019607843137253,0.24242424242424243
4,retrained-wav2vec_features-c,0.8,neuron_mean,svm,0.9019607843137255,0.5757575757575758
4,retrained-wav2vec_features-c,0.8,neuron_std,log_reg,0.5098039215686274,0.24242424242424243
4,retrained-wav2vec_features-c,0.8,neuron_std,svm,1.0,0.6363636363636364
4,retrained-wav2vec_features-c,0.7,neuron_mean,log_reg,0.5098039215686274,0.24242424242424243
4,retrained-wav2vec_features-c,0.7,neuron_mean,svm,0.8823529411764706,0.5757575757575758
4,retrained-wav2vec_features-c,0.7,neuron_std,log_reg,0.49019607843137253,0.24242424242424243
4,retrained-wav2vec_features-c,0.7,neuron_std,svm,1.0,0.6363636363636364
4,retrained-wav2vec_features-z,1,neuron_mean,log_reg,0.5686274509803921,0.3333333333333333
4,retrained-wav2vec_features-z,1,neuron_mean,svm,0.8627450980392157,0.45454545454545453
