epoch,train_loss,test_loss,train_acc,test_acc
1,1.1139972905317943,1.1253538727760315,0.4117647058823529,0.4117647058823529
2,1.1321941614151,1.1237971981366475,0.4117647058823529,0.4117647058823529
3,1.1097705860932667,1.1213759084542592,0.4117647058823529,0.4117647058823529
4,1.1159953077634175,1.1192596157391865,0.4117647058823529,0.4117647058823529
5,1.114634096622467,1.1172017455101013,0.4117647058823529,0.4117647058823529
6,1.1161747972170513,1.1152962644894917,0.4117647058823529,0.4117647058823529
7,1.1174267530441284,1.1135902504126232,0.4117647058823529,0.4117647058823529
8,1.1082287629445393,1.111786554257075,0.4117647058823529,0.4117647058823529
9,1.109444757302602,1.109822581211726,0.4117647058823529,0.4117647058823529
10,1.1072556674480438,1.1079288323720295,0.4117647058823529,0.4117647058823529
11,1.1180303792158763,1.1057452460130055,0.4117647058823529,0.4117647058823529
12,1.1154947876930237,1.1036853690942128,0.4117647058823529,0.4117647058823529
13,1.104658802350362,1.1016863286495209,0.4117647058823529,0.4117647058823529
14,1.0944264630476634,1.09946275750796,0.4117647058823529,0.4117647058823529
15,1.0961280862490337,1.0970701773961384,0.4117647058823529,0.4117647058823529
16,1.094173441330592,1.094593236843745,0.4117647058823529,0.4117647058823529
17,1.0984411140282948,1.0919401148955028,0.4117647058823529,0.4117647058823529
18,1.1053539713223774,1.089234322309494,0.4117647058823529,0.4117647058823529
19,1.0792993307113647,1.0864929755528767,0.4117647058823529,0.4117647058823529
20,1.0847279727458954,1.0835160116354625,0.4117647058823529,0.4117647058823529
21,1.089390794436137,1.080565611521403,0.4117647058823529,0.4117647058823529
22,1.0859239002068837,1.0776658256848652,0.4117647058823529,0.4117647058823529
23,1.069802353779475,1.0744637151559193,0.4117647058823529,0.4117647058823529
24,1.0776190757751465,1.071271260579427,0.4117647058823529,0.4117647058823529
25,1.0752886235713959,1.0679877698421478,0.4117647058823529,0.4117647058823529
26,1.0727482835451763,1.0640210409959157,0.43137254901960786,0.4117647058823529
27,1.0582608878612518,1.059338351090749,0.43137254901960786,0.4117647058823529
28,1.0591903626918793,1.0539064407348633,0.4117647058823529,0.43137254901960786
29,1.06895250082016,1.0480776131153107,0.4117647058823529,0.43137254901960786
30,1.0756541887919109,1.0415915548801422,0.39215686274509803,0.43137254901960786
31,1.044023762146632,1.0350617965062459,0.39215686274509803,0.43137254901960786
32,1.0413552820682526,1.0276173651218414,0.4117647058823529,0.43137254901960786
33,1.0333031217257183,1.0200858414173126,0.45098039215686275,0.4117647058823529
34,1.0503456592559814,1.0117795864741008,0.43137254901960786,0.4117647058823529
35,1.0088015794754028,1.0034291048844655,0.5098039215686274,0.45098039215686275
36,1.0107983152071636,0.9927224119504293,0.49019607843137253,0.47058823529411764
37,0.9805806974569956,0.9822401404380798,0.47058823529411764,0.5098039215686274
38,0.9895344078540802,0.9722303251425425,0.5294117647058824,0.5490196078431373
39,0.9824671943982443,0.9613926013310751,0.5686274509803921,0.5490196078431373
40,0.966368556022644,0.9509243667125702,0.49019607843137253,0.5882352941176471
41,0.9639286696910858,0.9401208162307739,0.47058823529411764,0.6078431372549019
42,0.9580768545468649,0.9291888872782389,0.5294117647058824,0.6470588235294118
43,0.9065391520659128,0.9173898100852966,0.6078431372549019,0.6666666666666666
44,0.9211268524328867,0.9040842056274414,0.6078431372549019,0.6666666666666666
45,0.9102900326251984,0.8889447251955668,0.6274509803921569,0.6862745098039216
46,0.9251108268896738,0.8735574086507162,0.6470588235294118,0.6862745098039216
47,0.8855670591195425,0.8600589235623678,0.6470588235294118,0.6862745098039216
48,0.8819285531838735,0.8473691940307617,0.7058823529411765,0.7843137254901961
49,0.825871338446935,0.834881047407786,0.6666666666666666,0.7843137254901961
50,0.9585121273994446,0.8221362332503,0.5490196078431373,0.803921568627451
51,0.8215816915035248,0.808133602142334,0.7450980392156863,0.8235294117647058
52,0.7800477544466654,0.7956853012243906,0.7843137254901961,0.8235294117647058
53,0.8375077247619629,0.7839572926362356,0.7058823529411765,0.8235294117647058
54,0.7714106142520905,0.773028165102005,0.7058823529411765,0.8235294117647058
55,0.8156869411468506,0.7627650400002798,0.7450980392156863,0.8235294117647058
56,0.754524846871694,0.7531971335411072,0.6862745098039216,0.8431372549019608
57,0.7459035813808441,0.7478221952915192,0.7450980392156863,0.8627450980392157
58,0.7227595547835032,0.7365843951702118,0.7843137254901961,0.8627450980392157
59,0.7007335921128591,0.727192223072052,0.7843137254901961,0.8627450980392157
60,0.7334098517894745,0.7166733841101328,0.7843137254901961,0.8627450980392157
61,0.8265673915545145,0.7071737845738729,0.7254901960784313,0.8627450980392157
62,0.7074634532133738,0.6983697315057119,0.7647058823529411,0.8627450980392157
63,0.7030294835567474,0.6916807691256205,0.7058823529411765,0.8627450980392157
64,0.718697210152944,0.6825442810853323,0.7647058823529411,0.8627450980392157
65,0.664404292901357,0.6762353579203287,0.8235294117647058,0.8627450980392157
66,0.6953715185324351,0.66786789894104,0.7254901960784313,0.8627450980392157
67,0.6657259364922842,0.6612633764743805,0.8823529411764706,0.8627450980392157
68,0.6934496661027273,0.6524006326993307,0.7450980392156863,0.8627450980392157
69,0.7154816885789236,0.6443325579166412,0.7843137254901961,0.8627450980392157
70,0.6162262161572775,0.6370983024438223,0.8431372549019608,0.8627450980392157
71,0.7187324265638987,0.6299227774143219,0.7450980392156863,0.8627450980392157
72,0.6980319917201996,0.6235186358292898,0.7843137254901961,0.8431372549019608
73,0.6905001203219095,0.6172711352507273,0.7647058823529411,0.8627450980392157
74,0.6027462184429169,0.6104865769545237,0.8235294117647058,0.8627450980392157
75,0.7212396760781606,0.6043164630730947,0.6862745098039216,0.8627450980392157
76,0.6748085021972656,0.6000260214010874,0.7450980392156863,0.8627450980392157
77,0.6373555362224579,0.593656857808431,0.8235294117647058,0.8627450980392157
78,0.6003942439953486,0.5901318589846293,0.7450980392156863,0.8431372549019608
79,0.593814084927241,0.575227270523707,0.7450980392156863,0.8823529411764706
80,0.6184045771757761,0.5746668875217438,0.803921568627451,0.8823529411764706
81,0.5460845331350962,0.5639550238847733,0.7647058823529411,0.8627450980392157
82,0.6440264582633972,0.5592374751965205,0.803921568627451,0.8627450980392157
83,0.5980915029843649,0.5519552826881409,0.7450980392156863,0.8823529411764706
84,0.5674569954474767,0.5448047568400701,0.803921568627451,0.8823529411764706
85,0.5861803293228149,0.538003553946813,0.8235294117647058,0.9019607843137255
86,0.5831586817900339,0.5328877766927084,0.8235294117647058,0.9019607843137255
87,0.7076300581296285,0.5247936348120371,0.803921568627451,0.9019607843137255
88,0.5931737025578817,0.5194089015324911,0.8235294117647058,0.9019607843137255
89,0.6209525714317957,0.5125836382309595,0.7647058823529411,0.9019607843137255
90,0.5619568328062693,0.5070809026559194,0.8235294117647058,0.9019607843137255
91,0.5621825704971949,0.5021414458751678,0.8431372549019608,0.9019607843137255
92,0.5254400024811426,0.49437662462393445,0.8431372549019608,0.9019607843137255
93,0.49087302883466083,0.4926356027523677,0.8627450980392157,0.9019607843137255
94,0.5020836095015208,0.4893737683693568,0.8627450980392157,0.9019607843137255
95,0.5203242351611456,0.48400644958019257,0.8235294117647058,0.9019607843137255
96,0.5618534088134766,0.47940345605214435,0.8431372549019608,0.9019607843137255
97,0.5021863579750061,0.4740964372952779,0.8627450980392157,0.9019607843137255
98,0.5541460812091827,0.4688348174095154,0.803921568627451,0.9019607843137255
99,0.43878738085428876,0.46597207089265186,0.8823529411764706,0.9019607843137255
100,0.49591447909673053,0.460495521624883,0.8431372549019608,0.9019607843137255
101,0.5516676505406698,0.456185648838679,0.7058823529411765,0.9019607843137255
102,0.48053017258644104,0.45212023456891376,0.9019607843137255,0.9019607843137255
103,0.4385867913564046,0.4483254949251811,0.8431372549019608,0.9019607843137255
104,0.5016729334990183,0.44483443597952527,0.7843137254901961,0.9019607843137255
105,0.4858716279268265,0.4390597442785899,0.8431372549019608,0.9019607843137255
106,0.4728188117345174,0.4363429347674052,0.8235294117647058,0.9019607843137255
107,0.48907419045766193,0.43334343036015827,0.8627450980392157,0.9019607843137255
108,0.47931984066963196,0.4306631237268448,0.8627450980392157,0.9019607843137255
109,0.46713357667128247,0.42496658364931744,0.8235294117647058,0.9019607843137255
110,0.5226569126049677,0.41249526540438336,0.7450980392156863,0.9215686274509803
111,0.4492541005214055,0.4157941738764445,0.8235294117647058,0.9019607843137255
112,0.67173799375693,0.43961939712365466,0.6666666666666666,0.8823529411764706
113,0.555286685625712,0.5089355856180191,0.7254901960784313,0.8431372549019608
114,0.5928757737080256,0.4475802977879842,0.7058823529411765,0.9019607843137255
115,0.4392915517091751,0.42402967313925427,0.8823529411764706,0.9019607843137255
116,0.4884566565354665,0.42584261298179626,0.7843137254901961,0.8823529411764706
117,0.5327635556459427,0.4059424002965291,0.7843137254901961,0.9019607843137255
118,0.3845358192920685,0.39942961434523266,0.8627450980392157,0.9215686274509803
119,0.421673243244489,0.3951677481333415,0.8627450980392157,0.9215686274509803
120,0.4465898225704829,0.38044309616088867,0.8627450980392157,0.9411764705882353
121,0.4692097802956899,0.37251487622658414,0.803921568627451,0.9411764705882353
122,0.4012540727853775,0.36927145967880887,0.9215686274509803,0.9411764705882353
123,0.4230609287818273,0.3655999203523,0.8627450980392157,0.9411764705882353
124,0.3728775233030319,0.3620898127555847,0.9215686274509803,0.9411764705882353
