epoch,test_acc,test_acc_device_id__d001,test_acc_device_id__d002,test_acc_device_id__d003,test_acc_language__maninka,test_acc_language__pular,test_acc_language__susu,test_acc_lng,test_acc_lng_device_id__d001,test_acc_lng_device_id__d002,test_acc_lng_device_id__d003,test_acc_lng_language__maninka,test_acc_lng_language__pular,test_acc_lng_language__susu,test_acc_lng_speaker_gender__F,test_acc_lng_speaker_gender__M,test_acc_lng_speaker_mothertongue__maninka,test_acc_lng_speaker_mothertongue__pular,test_acc_lng_speaker_mothertongue__susu,test_acc_lng_spoken_in_mothertongue__False,test_acc_lng_spoken_in_mothertongue__True,test_acc_speaker_gender__F,test_acc_speaker_gender__M,test_acc_speaker_mothertongue__maninka,test_acc_speaker_mothertongue__pular,test_acc_speaker_mothertongue__susu,test_acc_spoken_in_mothertongue__False,test_acc_spoken_in_mothertongue__True,test_loss,test_n,test_n_device_id__d001,test_n_device_id__d002,test_n_device_id__d003,test_n_language__maninka,test_n_language__pular,test_n_language__susu,test_n_speaker_gender__F,test_n_speaker_gender__M,test_n_speaker_mothertongue__maninka,test_n_speaker_mothertongue__pular,test_n_speaker_mothertongue__susu,test_n_spoken_in_mothertongue__False,test_n_spoken_in_mothertongue__True,train_acc,train_acc_device_id__d001,train_acc_device_id__d002,train_acc_device_id__d003,train_acc_language__maninka,train_acc_language__pular,train_acc_language__susu,train_acc_lng,train_acc_lng_device_id__d001,train_acc_lng_device_id__d002,train_acc_lng_device_id__d003,train_acc_lng_language__maninka,train_acc_lng_language__pular,train_acc_lng_language__susu,train_acc_lng_speaker_gender__F,train_acc_lng_speaker_gender__M,train_acc_lng_speaker_mothertongue__maninka,train_acc_lng_speaker_mothertongue__pular,train_acc_lng_speaker_mothertongue__susu,train_acc_lng_spoken_in_mothertongue__False,train_acc_lng_spoken_in_mothertongue__True,train_acc_speaker_gender__F,train_acc_speaker_gender__M,train_acc_speaker_mothertongue__maninka,train_acc_speaker_mothertongue__pular,train_acc_speaker_mothertongue__susu,train_acc_spoken_in_mothertongue__False,train_acc_spoken_in_mothertongue__True,train_loss,train_n,train_n_device_id__d001,train_n_device_id__d002,train_n_device_id__d003,train_n_language__maninka,train_n_language__pular,train_n_language__susu,train_n_speaker_gender__F,train_n_speaker_gender__M,train_n_speaker_mothertongue__maninka,train_n_speaker_mothertongue__pular,train_n_speaker_mothertongue__susu,train_n_spoken_in_mothertongue__False,train_n_spoken_in_mothertongue__True
1,0.020618556701030927,0.020618556701030927,0.020618556701030927,0.020618556701030927,0.0,0.0,0.0547945205479452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.023076923076923078,0.01937984496124031,0.01834862385321101,0.022727272727272728,0.02631578947368421,0.04216867469879518,0.0045045045045045045,4.512110549559708,1164,388,388,388,384,342,438,390,774,654,396,114,498,666,0.023732470334412083,0.023732470334412083,0.023732470334412083,0.023732470334412083,0.0,0.0,0.05314009661835749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024615384615384615,0.023255813953488372,0.023936170212765957,0.019184652278177457,0.03731343283582089,0.033073929961089495,0.012106537530266344,4.506229316961075,2781,927,927,927,972,567,1242,975,1806,1128,1251,402,1542,1239
2,0.020618556701030927,0.020618556701030927,0.020618556701030927,0.020618556701030927,0.0,0.0,0.0547945205479452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.023076923076923078,0.01937984496124031,0.01834862385321101,0.022727272727272728,0.02631578947368421,0.04216867469879518,0.0045045045045045045,4.257297057056754,1164,388,388,388,384,342,438,390,774,654,396,114,498,666,0.023732470334412083,0.023732470334412083,0.023732470334412083,0.023732470334412083,0.0,0.0,0.05314009661835749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024615384615384615,0.023255813953488372,0.023936170212765957,0.019184652278177457,0.03731343283582089,0.033073929961089495,0.012106537530266344,4.228681150763552,2781,927,927,927,972,567,1242,975,1806,1128,1251,402,1542,1239
3,0.012027491408934709,0.01288659793814433,0.010309278350515464,0.01288659793814433,0.0,0.0,0.0319634703196347,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.020512820512820513,0.007751937984496124,0.012232415902140673,0.015151515151515152,0.0,0.028112449799196786,0.0,4.151012145366865,1164,388,388,388,384,342,438,390,774,654,396,114,498,666,0.016181229773462782,0.015102481121898598,0.015102481121898598,0.018338727076591153,0.0,0.0,0.036231884057971016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01641025641025641,0.016057585825027684,0.01950354609929078,0.011990407673860911,0.01990049751243781,0.023994811932555125,0.00645682001614205,4.082477304842008,2781,927,927,927,972,567,1242,975,1806,1128,1251,402,1542,1239
4,0.023195876288659795,0.023195876288659795,0.023195876288659795,0.023195876288659795,0.0,0.0,0.06164383561643835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.023076923076923078,0.023255813953488372,0.022935779816513763,0.022727272727272728,0.02631578947368421,0.04819277108433735,0.0045045045045045045,4.102717291448534,1164,388,388,388,384,342,438,390,774,654,396,114,498,666,0.02409205321826681,0.023732470334412083,0.02481121898597627,0.023732470334412083,0.0,0.0,0.05394524959742351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024615384615384615,0.023809523809523808,0.023936170212765957,0.019184652278177457,0.03980099502487562,0.033073929961089495,0.0129136400322841,4.049435272271665,2781,927,927,927,972,567,1242,975,1806,1128,1251,402,1542,1239
5,0.020618556701030927,0.020618556701030927,0.020618556701030927,0.020618556701030927,0.0,0.0,0.0547945205479452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.023076923076923078,0.01937984496124031,0.01834862385321101,0.022727272727272728,0.02631578947368421,0.04216867469879518,0.0045045045045045045,4.082768548395216,1164,388,388,388,384,342,438,390,774,654,396,114,498,666,0.023732470334412083,0.023732470334412083,0.023732470334412083,0.023732470334412083,0.0,0.0,0.05314009661835749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024615384615384615,0.023255813953488372,0.023936170212765957,0.019184652278177457,0.03731343283582089,0.033073929961089495,0.012106537530266344,4.051103390964919,2781,927,927,927,972,567,1242,975,1806,1128,1251,402,1542,1239
6,0.022336769759450172,0.023195876288659795,0.023195876288659795,0.020618556701030927,0.0,0.0,0.0593607305936073,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.023076923076923078,0.021963824289405683,0.021406727828746176,0.022727272727272728,0.02631578947368421,0.04618473895582329,0.0045045045045045045,4.08585286877819,1164,388,388,388,384,342,438,390,774,654,396,114,498,666,0.025170801869830995,0.025889967637540454,0.02481121898597627,0.02481121898597627,0.0,0.0,0.05636070853462158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024615384615384615,0.02547065337763012,0.023936170212765957,0.02158273381294964,0.03980099502487562,0.03501945525291829,0.0129136400322841,4.051995676226515,2781,927,927,927,972,567,1242,975,1806,1128,1251,402,1542,1239
7,0.018900343642611683,0.020618556701030927,0.01804123711340206,0.01804123711340206,0.0,0.0,0.0502283105022831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.023076923076923078,0.016795865633074936,0.01529051987767584,0.027777777777777776,0.008771929824561403,0.04216867469879518,0.0015015015015015015,4.088622050596676,1164,388,388,388,384,342,438,390,774,654,396,114,498,666,0.025889967637540454,0.02696871628910464,0.02481121898597627,0.025889967637540454,0.0,0.0,0.057971014492753624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.027692307692307693,0.024916943521594685,0.0274822695035461,0.019184652278177457,0.04228855721393035,0.035667963683527884,0.013720742534301856,4.042962999834255,2781,927,927,927,972,567,1242,975,1806,1128,1251,402,1542,1239
8,0.02491408934707904,0.02577319587628866,0.023195876288659795,0.02577319587628866,0.0,0.0,0.06621004566210045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.023076923076923078,0.025839793281653745,0.024464831804281346,0.022727272727272728,0.03508771929824561,0.050200803212851405,0.006006006006006006,4.091938818443272,1164,388,388,388,384,342,438,390,774,654,396,114,498,666,0.027328299172959366,0.02696871628910464,0.02696871628910464,0.028047464940668825,0.0,0.0,0.061191626409017714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02666666666666667,0.02768549280177187,0.025709219858156027,0.026378896882494004,0.03482587064676617,0.040207522697795074,0.011299435028248588,4.037606391234605,2781,927,927,927,972,567,1242,975,1806,1128,1251,402,1542,1239
9,0.029209621993127148,0.028350515463917526,0.028350515463917526,0.030927835051546393,0.0,0.0,0.0776255707762557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03333333333333333,0.027131782945736434,0.0290519877675841,0.030303030303030304,0.02631578947368421,0.06224899598393574,0.0045045045045045045,4.088619009326004,1164,388,388,388,384,342,438,390,774,654,396,114,498,666,0.03344120819848975,0.034519956850053934,0.02912621359223301,0.036677454153182305,0.0,0.0,0.0748792270531401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03487179487179487,0.032668881506090805,0.03546099290780142,0.02238209432454037,0.06218905472636816,0.04409857328145266,0.020177562550443905,4.033999018170173,2781,927,927,927,972,567,1242,975,1806,1128,1251,402,1542,1239
10,0.020618556701030927,0.020618556701030927,0.020618556701030927,0.020618556701030927,0.0,0.0,0.0547945205479452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.023076923076923078,0.01937984496124031,0.01834862385321101,0.022727272727272728,0.02631578947368421,0.04216867469879518,0.0045045045045045045,4.079479886084488,1164,388,388,388,384,342,438,390,774,654,396,114,498,666,0.02409205321826681,0.023732470334412083,0.02481121898597627,0.023732470334412083,0.0,0.0,0.05394524959742351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024615384615384615,0.023809523809523808,0.024822695035460994,0.019184652278177457,0.03731343283582089,0.03372243839169909,0.012106537530266344,4.029404657686927,2781,927,927,927,972,567,1242,975,1806,1128,1251,402,1542,1239
