epoch,test_acc,test_acc_device_id__d001,test_acc_device_id__d002,test_acc_device_id__d003,test_acc_language__maninka,test_acc_language__pular,test_acc_language__susu,test_acc_lng,test_acc_lng_device_id__d001,test_acc_lng_device_id__d002,test_acc_lng_device_id__d003,test_acc_lng_language__maninka,test_acc_lng_language__pular,test_acc_lng_language__susu,test_acc_lng_speaker_gender__F,test_acc_lng_speaker_gender__M,test_acc_lng_speaker_mothertongue__maninka,test_acc_lng_speaker_mothertongue__pular,test_acc_lng_speaker_mothertongue__susu,test_acc_lng_spoken_in_mothertongue__False,test_acc_lng_spoken_in_mothertongue__True,test_acc_speaker_gender__F,test_acc_speaker_gender__M,test_acc_speaker_mothertongue__maninka,test_acc_speaker_mothertongue__pular,test_acc_speaker_mothertongue__susu,test_acc_spoken_in_mothertongue__False,test_acc_spoken_in_mothertongue__True,test_loss,test_n,test_n_device_id__d001,test_n_device_id__d002,test_n_device_id__d003,test_n_language__maninka,test_n_language__pular,test_n_language__susu,test_n_speaker_gender__F,test_n_speaker_gender__M,test_n_speaker_mothertongue__maninka,test_n_speaker_mothertongue__pular,test_n_speaker_mothertongue__susu,test_n_spoken_in_mothertongue__False,test_n_spoken_in_mothertongue__True,train_acc,train_acc_device_id__d001,train_acc_device_id__d002,train_acc_device_id__d003,train_acc_language__maninka,train_acc_language__pular,train_acc_language__susu,train_acc_lng,train_acc_lng_device_id__d001,train_acc_lng_device_id__d002,train_acc_lng_device_id__d003,train_acc_lng_language__maninka,train_acc_lng_language__pular,train_acc_lng_language__susu,train_acc_lng_speaker_gender__F,train_acc_lng_speaker_gender__M,train_acc_lng_speaker_mothertongue__maninka,train_acc_lng_speaker_mothertongue__pular,train_acc_lng_speaker_mothertongue__susu,train_acc_lng_spoken_in_mothertongue__False,train_acc_lng_spoken_in_mothertongue__True,train_acc_speaker_gender__F,train_acc_speaker_gender__M,train_acc_speaker_mothertongue__maninka,train_acc_speaker_mothertongue__pular,train_acc_speaker_mothertongue__susu,train_acc_spoken_in_mothertongue__False,train_acc_spoken_in_mothertongue__True,train_loss,train_n,train_n_device_id__d001,train_n_device_id__d002,train_n_device_id__d003,train_n_language__maninka,train_n_language__pular,train_n_language__susu,train_n_speaker_gender__F,train_n_speaker_gender__M,train_n_speaker_mothertongue__maninka,train_n_speaker_mothertongue__pular,train_n_speaker_mothertongue__susu,train_n_spoken_in_mothertongue__False,train_n_spoken_in_mothertongue__True
1,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.0,0.0,0.05434782608695652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014925373134328358,0.031007751937984496,0.02252252252252252,0.02631578947368421,0.05555555555555555,0.043689320388349516,0.005376344086021506,4.506044919798974,1176,392,392,392,510,114,552,402,774,666,456,54,618,558,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.0,0.0,0.05319148936170213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.028037383177570093,0.018272425249169437,0.021505376344086023,0.017632241813602016,0.032467532467532464,0.03164556962025317,0.011135857461024499,4.508110908792095,2769,923,923,923,846,795,1128,963,1806,1116,1191,462,1422,1347
2,0.01870748299319728,0.017857142857142856,0.017857142857142856,0.02040816326530612,0.0,0.0,0.03985507246376811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.012437810945273632,0.021963824289405683,0.013513513513513514,0.021929824561403508,0.05555555555555555,0.030744336569579287,0.005376344086021506,4.229459593896152,1176,392,392,392,510,114,552,402,774,666,456,54,618,558,0.015529071867100036,0.01950162513542795,0.010834236186348862,0.016251354279523293,0.0,0.0,0.038120567375886524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02284527518172378,0.011627906976744186,0.015232974910394265,0.014273719563392108,0.01948051948051948,0.02390998593530239,0.0066815144766146995,4.2456827931733025,2769,923,923,923,846,795,1128,963,1806,1116,1191,462,1422,1347
3,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.0,0.0,0.05434782608695652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014925373134328358,0.031007751937984496,0.02252252252252252,0.02631578947368421,0.05555555555555555,0.043689320388349516,0.005376344086021506,4.054442217560853,1176,392,392,392,510,114,552,402,774,666,456,54,618,558,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.0,0.0,0.05319148936170213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.028037383177570093,0.018272425249169437,0.021505376344086023,0.017632241813602016,0.032467532467532464,0.03164556962025317,0.011135857461024499,4.105525927752009,2769,923,923,923,846,795,1128,963,1806,1116,1191,462,1422,1347
4,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.0,0.0,0.05434782608695652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014925373134328358,0.031007751937984496,0.02252252252252252,0.02631578947368421,0.05555555555555555,0.043689320388349516,0.005376344086021506,4.031136908498751,1176,392,392,392,510,114,552,402,774,666,456,54,618,558,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.0,0.0,0.05319148936170213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.028037383177570093,0.018272425249169437,0.021505376344086023,0.017632241813602016,0.032467532467532464,0.03164556962025317,0.011135857461024499,4.081417481879458,2769,923,923,923,846,795,1128,963,1806,1116,1191,462,1422,1347
5,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.0,0.0,0.05434782608695652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014925373134328358,0.031007751937984496,0.02252252252252252,0.02631578947368421,0.05555555555555555,0.043689320388349516,0.005376344086021506,4.051383089857037,1176,392,392,392,510,114,552,402,774,666,456,54,618,558,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.0,0.0,0.05319148936170213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.028037383177570093,0.018272425249169437,0.021505376344086023,0.017632241813602016,0.032467532467532464,0.03164556962025317,0.011135857461024499,4.0805182217604505,2769,923,923,923,846,795,1128,963,1806,1116,1191,462,1422,1347
6,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.0,0.0,0.05434782608695652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014925373134328358,0.031007751937984496,0.02252252252252252,0.02631578947368421,0.05555555555555555,0.043689320388349516,0.005376344086021506,4.058513874910315,1176,392,392,392,510,114,552,402,774,666,456,54,618,558,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.0,0.0,0.05319148936170213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.028037383177570093,0.018272425249169437,0.021505376344086023,0.017632241813602016,0.032467532467532464,0.03164556962025317,0.011135857461024499,4.083952744285223,2769,923,923,923,846,795,1128,963,1806,1116,1191,462,1422,1347
7,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.0,0.0,0.05434782608695652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014925373134328358,0.031007751937984496,0.02252252252252252,0.02631578947368421,0.05555555555555555,0.043689320388349516,0.005376344086021506,4.049368618296928,1176,392,392,392,510,114,552,402,774,666,456,54,618,558,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.0,0.0,0.05319148936170213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.028037383177570093,0.018272425249169437,0.021505376344086023,0.017632241813602016,0.032467532467532464,0.03164556962025317,0.011135857461024499,4.080986664931496,2769,923,923,923,846,795,1128,963,1806,1116,1191,462,1422,1347
8,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.0,0.0,0.05434782608695652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014925373134328358,0.031007751937984496,0.02252252252252252,0.02631578947368421,0.05555555555555555,0.043689320388349516,0.005376344086021506,4.035415805115992,1176,392,392,392,510,114,552,402,774,666,456,54,618,558,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.0,0.0,0.05319148936170213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.028037383177570093,0.018272425249169437,0.021505376344086023,0.017632241813602016,0.032467532467532464,0.03164556962025317,0.011135857461024499,4.074125334690434,2769,923,923,923,846,795,1128,963,1806,1116,1191,462,1422,1347
9,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.0,0.0,0.05434782608695652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014925373134328358,0.031007751937984496,0.02252252252252252,0.02631578947368421,0.05555555555555555,0.043689320388349516,0.005376344086021506,4.026842701191804,1176,392,392,392,510,114,552,402,774,666,456,54,618,558,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.0,0.0,0.05319148936170213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.028037383177570093,0.018272425249169437,0.021505376344086023,0.017632241813602016,0.032467532467532464,0.03164556962025317,0.011135857461024499,4.0687087235703885,2769,923,923,923,846,795,1128,963,1806,1116,1191,462,1422,1347
10,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.025510204081632654,0.0,0.0,0.05434782608695652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014925373134328358,0.031007751937984496,0.02252252252252252,0.02631578947368421,0.05555555555555555,0.043689320388349516,0.005376344086021506,4.023331207482993,1176,392,392,392,510,114,552,402,774,666,456,54,618,558,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.021668472372697724,0.0,0.0,0.05319148936170213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.028037383177570093,0.018272425249169437,0.021505376344086023,0.017632241813602016,0.032467532467532464,0.03164556962025317,0.011135857461024499,4.064540831351289,2769,923,923,923,846,795,1128,963,1806,1116,1191,462,1422,1347
