epoch,test_acc,test_acc_device_id__d001,test_acc_device_id__d002,test_acc_device_id__d003,test_acc_language__maninka,test_acc_language__pular,test_acc_language__susu,test_acc_lng,test_acc_lng_device_id__d001,test_acc_lng_device_id__d002,test_acc_lng_device_id__d003,test_acc_lng_language__maninka,test_acc_lng_language__pular,test_acc_lng_language__susu,test_acc_lng_speaker_gender__F,test_acc_lng_speaker_gender__M,test_acc_lng_speaker_mothertongue__maninka,test_acc_lng_speaker_mothertongue__pular,test_acc_lng_speaker_mothertongue__susu,test_acc_lng_spoken_in_mothertongue__False,test_acc_lng_spoken_in_mothertongue__True,test_acc_speaker_gender__F,test_acc_speaker_gender__M,test_acc_speaker_mothertongue__maninka,test_acc_speaker_mothertongue__pular,test_acc_speaker_mothertongue__susu,test_acc_spoken_in_mothertongue__False,test_acc_spoken_in_mothertongue__True,test_loss,test_n,test_n_device_id__d001,test_n_device_id__d002,test_n_device_id__d003,test_n_language__maninka,test_n_language__pular,test_n_language__susu,test_n_speaker_gender__F,test_n_speaker_gender__M,test_n_speaker_mothertongue__maninka,test_n_speaker_mothertongue__pular,test_n_speaker_mothertongue__susu,test_n_spoken_in_mothertongue__False,test_n_spoken_in_mothertongue__True,train_acc,train_acc_device_id__d001,train_acc_device_id__d002,train_acc_device_id__d003,train_acc_language__maninka,train_acc_language__pular,train_acc_language__susu,train_acc_lng,train_acc_lng_device_id__d001,train_acc_lng_device_id__d002,train_acc_lng_device_id__d003,train_acc_lng_language__maninka,train_acc_lng_language__pular,train_acc_lng_language__susu,train_acc_lng_speaker_gender__F,train_acc_lng_speaker_gender__M,train_acc_lng_speaker_mothertongue__maninka,train_acc_lng_speaker_mothertongue__pular,train_acc_lng_speaker_mothertongue__susu,train_acc_lng_spoken_in_mothertongue__False,train_acc_lng_spoken_in_mothertongue__True,train_acc_speaker_gender__F,train_acc_speaker_gender__M,train_acc_speaker_mothertongue__maninka,train_acc_speaker_mothertongue__pular,train_acc_speaker_mothertongue__susu,train_acc_spoken_in_mothertongue__False,train_acc_spoken_in_mothertongue__True,train_loss,train_n,train_n_device_id__d001,train_n_device_id__d002,train_n_device_id__d003,train_n_language__maninka,train_n_language__pular,train_n_language__susu,train_n_speaker_gender__F,train_n_speaker_gender__M,train_n_speaker_mothertongue__maninka,train_n_speaker_mothertongue__pular,train_n_speaker_mothertongue__susu,train_n_spoken_in_mothertongue__False,train_n_spoken_in_mothertongue__True
1,0.01441899915182358,0.015267175572519083,0.015267175572519083,0.01272264631043257,0.014619883040935672,0.0,0.037037037037037035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02064896755162242,0.011904761904761904,0.017921146953405017,0.003527336860670194,0.09259259259259259,0.014056224899598393,0.014684287812041116,4.539974300005964,1179,393,393,393,342,513,324,339,840,558,567,54,498,681,0.0274765003615329,0.028199566160520606,0.026030368763557483,0.028199566160520606,0.013806706114398421,0.0,0.045722713864306784,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.031189083820662766,0.02528735632183908,0.028594771241830064,0.022222222222222223,0.0367965367965368,0.0304798962386511,0.02369281045751634,4.416047488617362,2766,922,922,922,1014,396,1356,1026,1740,1224,1080,462,1542,1224
2,0.011874469889737066,0.01272264631043257,0.010178117048346057,0.01272264631043257,0.014619883040935672,0.0,0.027777777777777776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014749262536873156,0.010714285714285714,0.014336917562724014,0.005291005291005291,0.05555555555555555,0.012048192771084338,0.011747430249632892,4.455271894796305,1179,393,393,393,342,513,324,339,840,558,567,54,498,681,0.028199566160520606,0.026030368763557483,0.03036876355748373,0.028199566160520606,0.01282051282051282,0.0,0.04793510324483776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.021442495126705652,0.03218390804597701,0.02696078431372549,0.025925925925925925,0.0367965367965368,0.0324254215304799,0.02287581699346405,4.155830896340326,2766,922,922,922,1014,396,1356,1026,1740,1224,1080,462,1542,1224
3,0.021204410517387615,0.015267175572519083,0.015267175572519083,0.03307888040712468,0.0029239766081871343,0.0,0.07407407407407407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02654867256637168,0.01904761904761905,0.02867383512544803,0.008818342151675485,0.07407407407407407,0.040160642570281124,0.007342143906020558,4.434392021509224,1179,393,393,393,342,513,324,339,840,558,567,54,498,681,0.0368763557483731,0.03470715835140998,0.031453362255965296,0.044468546637744036,0.0,0.0,0.0752212389380531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03313840155945419,0.03908045977011494,0.03104575163398693,0.03333333333333333,0.06060606060606061,0.04798962386511025,0.02287581699346405,3.9952200602037014,2766,922,922,922,1014,396,1356,1026,1740,1224,1080,462,1542,1224
4,0.029686174724342665,0.022900763358778626,0.020356234096692113,0.04580152671755725,0.0,0.0,0.10802469135802469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.035398230088495575,0.02738095238095238,0.035842293906810034,0.012345679012345678,0.14814814814814814,0.05421686746987952,0.011747430249632892,4.349849477675732,1179,393,393,393,342,513,324,339,840,558,567,54,498,681,0.05856832971800434,0.05314533622559653,0.05639913232104121,0.06616052060737528,0.0,0.0,0.11946902654867257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05360623781676413,0.06149425287356322,0.04820261437908497,0.058333333333333334,0.08658008658008658,0.07911802853437094,0.032679738562091505,3.9407468231708696,2766,922,922,922,1014,396,1356,1026,1740,1224,1080,462,1542,1224
5,0.041560644614079725,0.03307888040712468,0.03816793893129771,0.05343511450381679,0.0,0.0,0.15123456790123457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05309734513274336,0.036904761904761905,0.043010752688172046,0.02292768959435626,0.2222222222222222,0.07429718875502007,0.01762114537444934,4.284191387199162,1179,393,393,393,342,513,324,339,840,558,567,54,498,681,0.07013738250180766,0.06724511930585683,0.07266811279826464,0.07049891540130152,0.0009861932938856016,0.0,0.14233038348082597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06530214424951267,0.07298850574712644,0.05473856209150327,0.07685185185185185,0.09523809523809523,0.09727626459143969,0.03594771241830065,3.894474473623633,2766,922,922,922,1014,396,1356,1026,1740,1224,1080,462,1542,1224
6,0.04071246819338423,0.027989821882951654,0.03816793893129771,0.05597964376590331,0.0,0.0,0.14814814814814814,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04424778761061947,0.039285714285714285,0.044802867383512544,0.021164021164021163,0.2037037037037037,0.07429718875502007,0.016152716593245228,4.2492434539665505,1179,393,393,393,342,513,324,339,840,558,567,54,498,681,0.06832971800433839,0.06290672451193059,0.06941431670281996,0.07266811279826464,0.0,0.0,0.13938053097345132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06530214424951267,0.07011494252873564,0.05718954248366013,0.0712962962962963,0.09090909090909091,0.09533073929961089,0.03431372549019608,3.841541436471891,2766,922,922,922,1014,396,1356,1026,1740,1224,1080,462,1542,1224
7,0.04834605597964377,0.04071246819338423,0.03816793893129771,0.06615776081424936,0.0,0.0,0.17592592592592593,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05604719764011799,0.04523809523809524,0.05017921146953405,0.02821869488536155,0.24074074074074073,0.08835341365461848,0.01908957415565345,4.230778792027804,1179,393,393,393,342,513,324,339,840,558,567,54,498,681,0.07664497469269703,0.07483731019522777,0.0737527114967462,0.08134490238611713,0.0,0.0,0.15634218289085547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07602339181286549,0.07701149425287357,0.06535947712418301,0.08148148148148149,0.09523809523809523,0.10894941634241245,0.03594771241830065,3.7915074589109388,2766,922,922,922,1014,396,1356,1026,1740,1224,1080,462,1542,1224
8,0.04071246819338423,0.04071246819338423,0.030534351145038167,0.05089058524173028,0.0,0.0,0.14814814814814814,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0471976401179941,0.0380952380952381,0.043010752688172046,0.024691358024691357,0.18518518518518517,0.07630522088353414,0.014684287812041116,4.200263698794662,1179,393,393,393,342,513,324,339,840,558,567,54,498,681,0.08170643528561099,0.08351409978308026,0.0737527114967462,0.0878524945770065,0.006903353057199211,0.0,0.16150442477876106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0769980506822612,0.08448275862068966,0.0718954248366013,0.08518518518518518,0.09956709956709957,0.11413748378728923,0.04084967320261438,3.743314863027047,2766,922,922,922,1014,396,1356,1026,1740,1224,1080,462,1542,1224
9,0.05089058524173028,0.05597964376590331,0.043256997455470736,0.05343511450381679,0.0,0.0,0.18518518518518517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.061946902654867256,0.04642857142857143,0.05913978494623656,0.02292768959435626,0.25925925925925924,0.09236947791164658,0.020558002936857563,4.149504346904156,1179,393,393,393,342,513,324,339,840,558,567,54,498,681,0.09074475777295733,0.09652928416485901,0.08459869848156182,0.0911062906724512,0.008875739644970414,0.0,0.17846607669616518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08869395711500974,0.09195402298850575,0.08088235294117647,0.09537037037037037,0.10606060606060606,0.12840466926070038,0.04330065359477124,3.676060674505999,2766,922,922,922,1014,396,1356,1026,1740,1224,1080,462,1542,1224
10,0.0542832909245123,0.05089058524173028,0.04580152671755725,0.06615776081424936,0.0,0.0,0.19753086419753085,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06489675516224189,0.05,0.06272401433691756,0.02292768959435626,0.2962962962962963,0.0963855421686747,0.023494860499265784,4.104611565846321,1179,393,393,393,342,513,324,339,840,558,567,54,498,681,0.09869848156182212,0.10303687635574837,0.08893709327548807,0.10412147505422993,0.01282051282051282,0.0,0.19174041297935104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09454191033138401,0.10114942528735632,0.09068627450980392,0.10462962962962963,0.10606060606060606,0.14137483787289234,0.04493464052287582,3.613414397553439,2766,922,922,922,1014,396,1356,1026,1740,1224,1080,462,1542,1224
