epoch,test_acc,test_acc_device_id__d001,test_acc_device_id__d002,test_acc_device_id__d003,test_acc_language___language_independent,test_acc_language__maninka,test_acc_language__pular,test_acc_language__susu,test_acc_lng,test_acc_lng_device_id__d001,test_acc_lng_device_id__d002,test_acc_lng_device_id__d003,test_acc_lng_language___language_independent,test_acc_lng_language__maninka,test_acc_lng_language__pular,test_acc_lng_language__susu,test_acc_lng_speaker_gender__F,test_acc_lng_speaker_gender__M,test_acc_lng_speaker_mothertongue__maninka,test_acc_lng_speaker_mothertongue__pular,test_acc_lng_speaker_mothertongue__susu,test_acc_lng_spoken_in_mothertongue__False,test_acc_lng_spoken_in_mothertongue__True,test_acc_speaker_gender__F,test_acc_speaker_gender__M,test_acc_speaker_mothertongue__maninka,test_acc_speaker_mothertongue__pular,test_acc_speaker_mothertongue__susu,test_acc_spoken_in_mothertongue__False,test_acc_spoken_in_mothertongue__True,test_loss,test_n,test_n_device_id__d001,test_n_device_id__d002,test_n_device_id__d003,test_n_language___language_independent,test_n_language__maninka,test_n_language__pular,test_n_language__susu,test_n_speaker_gender__F,test_n_speaker_gender__M,test_n_speaker_mothertongue__maninka,test_n_speaker_mothertongue__pular,test_n_speaker_mothertongue__susu,test_n_spoken_in_mothertongue__False,test_n_spoken_in_mothertongue__True,train_acc,train_acc_device_id__d001,train_acc_device_id__d002,train_acc_device_id__d003,train_acc_language___language_independent,train_acc_language__maninka,train_acc_language__pular,train_acc_language__susu,train_acc_lng,train_acc_lng_device_id__d001,train_acc_lng_device_id__d002,train_acc_lng_device_id__d003,train_acc_lng_language___language_independent,train_acc_lng_language__maninka,train_acc_lng_language__pular,train_acc_lng_language__susu,train_acc_lng_speaker_gender__F,train_acc_lng_speaker_gender__M,train_acc_lng_speaker_mothertongue__maninka,train_acc_lng_speaker_mothertongue__pular,train_acc_lng_speaker_mothertongue__susu,train_acc_lng_spoken_in_mothertongue__False,train_acc_lng_spoken_in_mothertongue__True,train_acc_speaker_gender__F,train_acc_speaker_gender__M,train_acc_speaker_mothertongue__maninka,train_acc_speaker_mothertongue__pular,train_acc_speaker_mothertongue__susu,train_acc_spoken_in_mothertongue__False,train_acc_spoken_in_mothertongue__True,train_loss,train_n,train_n_device_id__d001,train_n_device_id__d002,train_n_device_id__d003,train_n_language___language_independent,train_n_language__maninka,train_n_language__pular,train_n_language__susu,train_n_speaker_gender__F,train_n_speaker_gender__M,train_n_speaker_mothertongue__maninka,train_n_speaker_mothertongue__pular,train_n_speaker_mothertongue__susu,train_n_spoken_in_mothertongue__False,train_n_spoken_in_mothertongue__True
1,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.04,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.005714285714285714,0.015317286652078774,0.010101010101010102,0.014354066985645933,0.015873015873015872,0.021505376344086023,0.0,4.729450016585081,1896,632,632,632,600,672,228,396,525,1371,891,627,378,1116,780,0.019332161687170474,0.019332161687170474,0.019332161687170474,0.019332161687170474,0.04004854368932039,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02066772655007949,0.01855287569573284,0.01867816091954023,0.01756756756756757,0.025830258302583026,0.024774774774774775,0.0,4.393710603194413,5121,1707,1707,1707,2472,684,681,1284,1887,3234,2088,2220,813,3996,1125
2,0.020042194092827006,0.01740506329113924,0.022151898734177215,0.020569620253164556,0.06333333333333334,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.005714285714285714,0.025528811086797956,0.013468013468013467,0.022328548644338118,0.031746031746031744,0.034050179211469536,0.0,4.502355905524789,1896,632,632,632,600,672,228,396,525,1371,891,627,378,1116,780,0.029486428431946887,0.029291154071470416,0.029291154071470416,0.029876977152899824,0.06108414239482201,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03179650238473768,0.02813852813852814,0.029693486590038315,0.026576576576576576,0.03690036900369004,0.03778778778778779,0.0,4.356780639176163,5121,1707,1707,1707,2472,684,681,1284,1887,3234,2088,2220,813,3996,1125
3,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.04,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.005714285714285714,0.015317286652078774,0.010101010101010102,0.014354066985645933,0.015873015873015872,0.021505376344086023,0.0,4.551290391366693,1896,632,632,632,600,672,228,396,525,1371,891,627,378,1116,780,0.019332161687170474,0.019332161687170474,0.019332161687170474,0.019332161687170474,0.04004854368932039,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02066772655007949,0.01855287569573284,0.01867816091954023,0.01756756756756757,0.025830258302583026,0.024774774774774775,0.0,4.332036100125737,5121,1707,1707,1707,2472,684,681,1284,1887,3234,2088,2220,813,3996,1125
4,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.04,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.005714285714285714,0.015317286652078774,0.010101010101010102,0.014354066985645933,0.015873015873015872,0.021505376344086023,0.0,4.511482142194917,1896,632,632,632,600,672,228,396,525,1371,891,627,378,1116,780,0.019332161687170474,0.019332161687170474,0.019332161687170474,0.019332161687170474,0.04004854368932039,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02066772655007949,0.01855287569573284,0.01867816091954023,0.01756756756756757,0.025830258302583026,0.024774774774774775,0.0,4.332596268418291,5121,1707,1707,1707,2472,684,681,1284,1887,3234,2088,2220,813,3996,1125
5,0.023734177215189875,0.023734177215189875,0.023734177215189875,0.023734177215189875,0.075,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.005714285714285714,0.030634573304157548,0.016835016835016835,0.028708133971291867,0.031746031746031744,0.04032258064516129,0.0,4.53587064461366,1896,632,632,632,600,672,228,396,525,1371,891,627,378,1116,780,0.033587190001952746,0.033391915641476276,0.03222026947861746,0.0351493848857645,0.06957928802588997,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0392156862745098,0.030303030303030304,0.031130268199233715,0.03423423423423423,0.038130381303813035,0.043043043043043044,0.0,4.3183114539364125,5121,1707,1707,1707,2472,684,681,1284,1887,3234,2088,2220,813,3996,1125
6,0.014767932489451477,0.012658227848101266,0.012658227848101266,0.0189873417721519,0.045,0.0,0.0,0.0025252525252525255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.005714285714285714,0.01823486506199854,0.01122334455667789,0.01594896331738437,0.021164021164021163,0.024193548387096774,0.001282051282051282,4.541144970600112,1896,632,632,632,600,672,228,396,525,1371,891,627,378,1116,780,0.02401874633860574,0.023432923257176334,0.021675454012888107,0.026947861745752782,0.04975728155339806,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.028616852146263912,0.021335807050092765,0.02346743295019157,0.02117117117117117,0.033210332103321034,0.03078078078078078,0.0,4.260660548248321,5121,1707,1707,1707,2472,684,681,1284,1887,3234,2088,2220,813,3996,1125
7,0.031118143459915613,0.028481012658227847,0.03164556962025317,0.03322784810126582,0.06833333333333333,0.0,0.013157894736842105,0.03787878787878788,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02095238095238095,0.0350109409190372,0.020202020202020204,0.03668261562998405,0.047619047619047616,0.04121863799283154,0.016666666666666666,4.4224861241594144,1896,632,632,632,600,672,228,396,525,1371,891,627,378,1116,780,0.03710212849052919,0.035735207967193906,0.03163444639718805,0.043936731107205626,0.05784789644012945,0.0,0.020558002936857563,0.02570093457943925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04345521992580816,0.03339517625231911,0.035440613026819924,0.03918918918918919,0.03567035670356704,0.04479479479479479,0.009777777777777778,4.09145864893789,5121,1707,1707,1707,2472,684,681,1284,1887,3234,2088,2220,813,3996,1125
8,0.027426160337552744,0.030063291139240507,0.0189873417721519,0.03322784810126582,0.06666666666666667,0.0,0.008771929824561403,0.025252525252525252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.015238095238095238,0.032093362509117436,0.019079685746352413,0.030303030303030304,0.042328042328042326,0.04121863799283154,0.007692307692307693,4.4720635394003825,1896,632,632,632,600,672,228,396,525,1371,891,627,378,1116,780,0.0402265182581527,0.043936731107205626,0.03163444639718805,0.04510837727006444,0.06674757281553398,0.0,0.011747430249632892,0.02570093457943925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.048754636989931106,0.03525046382189239,0.041666666666666664,0.04009009009009009,0.03690036900369004,0.05005005005005005,0.005333333333333333,4.107271957900277,5121,1707,1707,1707,2472,684,681,1284,1887,3234,2088,2220,813,3996,1125
9,0.028481012658227847,0.028481012658227847,0.0189873417721519,0.0379746835443038,0.06833333333333333,0.0,0.0043859649122807015,0.030303030303030304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.015238095238095238,0.03355215171407731,0.016835016835016835,0.03189792663476874,0.05026455026455026,0.04032258064516129,0.011538461538461539,4.56350971978425,1896,632,632,632,600,672,228,396,525,1371,891,627,378,1116,780,0.04159343878148799,0.03983596953719976,0.02870533099004101,0.056239015817223195,0.07160194174757281,0.0,0.004405286343612335,0.02570093457943925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04398516163222046,0.04019789734075448,0.0435823754789272,0.04099099099099099,0.038130381303813035,0.052552552552552555,0.0026666666666666666,4.1968791580274685,5121,1707,1707,1707,2472,684,681,1284,1887,3234,2088,2220,813,3996,1125
10,0.027953586497890294,0.028481012658227847,0.022151898734177215,0.03322784810126582,0.08833333333333333,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.013333333333333334,0.03355215171407731,0.020202020202020204,0.03189792663476874,0.03968253968253968,0.047491039426523295,0.0,4.523091054666898,1896,632,632,632,600,672,228,396,525,1371,891,627,378,1116,780,0.03983596953719976,0.03749267721148213,0.03222026947861746,0.04979496192149971,0.08090614886731391,0.0014619883040935672,0.0,0.002336448598130841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04080551139374669,0.03927025355596784,0.034482758620689655,0.04369369369369369,0.04305043050430504,0.05105105105105105,0.0,4.147615588705327,5121,1707,1707,1707,2472,684,681,1284,1887,3234,2088,2220,813,3996,1125
