epoch,test_acc,test_acc_device_id__d001,test_acc_device_id__d002,test_acc_device_id__d003,test_acc_language___language_independent,test_acc_language__maninka,test_acc_language__pular,test_acc_language__susu,test_acc_lng,test_acc_lng_device_id__d001,test_acc_lng_device_id__d002,test_acc_lng_device_id__d003,test_acc_lng_language___language_independent,test_acc_lng_language__maninka,test_acc_lng_language__pular,test_acc_lng_language__susu,test_acc_lng_speaker_gender__F,test_acc_lng_speaker_gender__M,test_acc_lng_speaker_mothertongue__maninka,test_acc_lng_speaker_mothertongue__pular,test_acc_lng_speaker_mothertongue__susu,test_acc_lng_spoken_in_mothertongue__False,test_acc_lng_spoken_in_mothertongue__True,test_acc_speaker_gender__F,test_acc_speaker_gender__M,test_acc_speaker_mothertongue__maninka,test_acc_speaker_mothertongue__pular,test_acc_speaker_mothertongue__susu,test_acc_spoken_in_mothertongue__False,test_acc_spoken_in_mothertongue__True,test_loss,test_n,test_n_device_id__d001,test_n_device_id__d002,test_n_device_id__d003,test_n_language___language_independent,test_n_language__maninka,test_n_language__pular,test_n_language__susu,test_n_speaker_gender__F,test_n_speaker_gender__M,test_n_speaker_mothertongue__maninka,test_n_speaker_mothertongue__pular,test_n_speaker_mothertongue__susu,test_n_spoken_in_mothertongue__False,test_n_spoken_in_mothertongue__True,train_acc,train_acc_device_id__d001,train_acc_device_id__d002,train_acc_device_id__d003,train_acc_language___language_independent,train_acc_language__maninka,train_acc_language__pular,train_acc_language__susu,train_acc_lng,train_acc_lng_device_id__d001,train_acc_lng_device_id__d002,train_acc_lng_device_id__d003,train_acc_lng_language___language_independent,train_acc_lng_language__maninka,train_acc_lng_language__pular,train_acc_lng_language__susu,train_acc_lng_speaker_gender__F,train_acc_lng_speaker_gender__M,train_acc_lng_speaker_mothertongue__maninka,train_acc_lng_speaker_mothertongue__pular,train_acc_lng_speaker_mothertongue__susu,train_acc_lng_spoken_in_mothertongue__False,train_acc_lng_spoken_in_mothertongue__True,train_acc_speaker_gender__F,train_acc_speaker_gender__M,train_acc_speaker_mothertongue__maninka,train_acc_speaker_mothertongue__pular,train_acc_speaker_mothertongue__susu,train_acc_spoken_in_mothertongue__False,train_acc_spoken_in_mothertongue__True,train_loss,train_n,train_n_device_id__d001,train_n_device_id__d002,train_n_device_id__d003,train_n_language___language_independent,train_n_language__maninka,train_n_language__pular,train_n_language__susu,train_n_speaker_gender__F,train_n_speaker_gender__M,train_n_speaker_mothertongue__maninka,train_n_speaker_mothertongue__pular,train_n_speaker_mothertongue__susu,train_n_spoken_in_mothertongue__False,train_n_spoken_in_mothertongue__True
1,0.021144278606965175,0.021144278606965175,0.021144278606965175,0.021144278606965175,0.04,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024489795918367346,0.01967799642218247,0.017391304347826087,0.018134715025906734,0.031914893617021274,0.03262955854126679,0.0,4.599301061424647,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.015635179153094463,0.015635179153094463,0.015635179153094463,0.015635179153094463,0.04006677796327212,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014311270125223614,0.01639344262295082,0.015727391874180863,0.015985790408525755,0.014354066985645933,0.02028740490278952,0.0,4.379073834911102,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
2,0.021144278606965175,0.021144278606965175,0.021144278606965175,0.021144278606965175,0.04,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024489795918367346,0.01967799642218247,0.017391304347826087,0.018134715025906734,0.031914893617021274,0.03262955854126679,0.0,4.573169613358987,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.015635179153094463,0.015635179153094463,0.015635179153094463,0.015635179153094463,0.04006677796327212,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014311270125223614,0.01639344262295082,0.015727391874180863,0.015985790408525755,0.014354066985645933,0.02028740490278952,0.0,4.343484917888165,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
3,0.021144278606965175,0.021144278606965175,0.021144278606965175,0.021144278606965175,0.04,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024489795918367346,0.01967799642218247,0.017391304347826087,0.018134715025906734,0.031914893617021274,0.03262955854126679,0.0,4.5053498377254355,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.015635179153094463,0.015635179153094463,0.015635179153094463,0.015635179153094463,0.04006677796327212,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014311270125223614,0.01639344262295082,0.015727391874180863,0.015985790408525755,0.014354066985645933,0.02028740490278952,0.0,4.342415099501221,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
4,0.006218905472636816,0.006218905472636816,0.006218905472636816,0.006218905472636816,0.0,0.0,0.0,0.052083333333333336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.008944543828264758,0.008695652173913044,0.0025906735751295338,0.010638297872340425,0.005758157389635317,0.007067137809187279,4.542218513552031,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.016286644951140065,0.016286644951140065,0.016286644951140065,0.016286644951140065,0.0,0.0,0.0,0.05387931034482758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01967799642218247,0.014344262295081968,0.014416775884665793,0.017761989342806393,0.019138755980861243,0.01775147928994083,0.011363636363636364,4.331825493264794,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
5,0.007462686567164179,0.007462686567164179,0.007462686567164179,0.007462686567164179,0.0,0.0,0.0,0.0625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.01073345259391771,0.008695652173913044,0.0051813471502590676,0.010638297872340425,0.007677543186180422,0.007067137809187279,4.523924212352949,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.016286644951140065,0.016938110749185668,0.016286644951140065,0.015635179153094463,0.0,0.0,0.0,0.05387931034482758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01967799642218247,0.014344262295081968,0.014416775884665793,0.017761989342806393,0.019138755980861243,0.01775147928994083,0.011363636363636364,4.330562907166124,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
6,0.007462686567164179,0.007462686567164179,0.007462686567164179,0.007462686567164179,0.0,0.0,0.0,0.0625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.01073345259391771,0.008695652173913044,0.0025906735751295338,0.015957446808510637,0.005758157389635317,0.01060070671378092,4.517469111959732,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.02214983713355049,0.021498371335504887,0.02214983713355049,0.02280130293159609,0.0,0.0,0.0,0.07327586206896551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.025044722719141325,0.020491803278688523,0.017911751856705984,0.02427471876850207,0.03189792663476874,0.02310510002817695,0.01893939393939394,4.327651934463219,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
7,0.006218905472636816,0.006218905472636816,0.006218905472636816,0.006218905472636816,0.0,0.0,0.0,0.052083333333333336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.008944543828264758,0.008695652173913044,0.0025906735751295338,0.010638297872340425,0.005758157389635317,0.007067137809187279,4.51588609483507,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.019109663409337677,0.018892508143322474,0.019543973941368076,0.018892508143322474,0.0,0.0,0.0,0.06321839080459771,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.024448419797257006,0.01605191256830601,0.017911751856705984,0.017761989342806393,0.02711323763955343,0.020005635390250773,0.016098484848484848,4.314401009856813,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
8,0.00912106135986733,0.009950248756218905,0.008706467661691543,0.008706467661691543,0.0,0.0,0.0,0.0763888888888889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.01311866428145498,0.014492753623188406,0.0025906735751295338,0.015957446808510637,0.008317338451695458,0.01060070671378092,4.463852561330716,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.03018458197611292,0.03061889250814332,0.031921824104234525,0.028013029315960912,0.0,0.0,0.0,0.09985632183908046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.033392963625521764,0.028346994535519126,0.027522935779816515,0.03137951450562463,0.03668261562998405,0.032685263454494226,0.021780303030303032,4.258998742450461,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
9,0.019485903814262025,0.017412935323383085,0.01990049751243781,0.021144278606965175,0.009411764705882352,0.0,0.0,0.12152777777777778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.005442176870748299,0.02564102564102564,0.02463768115942029,0.009499136442141624,0.03368794326241135,0.023032629558541268,0.012956419316843345,4.341887719200223,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.03930510314875136,0.03908794788273615,0.03778501628664495,0.04104234527687296,0.01001669449081803,0.0,0.0,0.11709770114942529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04531902206320811,0.035860655737704916,0.036260375709917,0.04203670811130847,0.0430622009569378,0.04395604395604396,0.023674242424242424,4.070878900948358,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
10,0.03731343283582089,0.03980099502487562,0.03482587064676617,0.03731343283582089,0.04156862745098039,0.0,0.0,0.1284722222222222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.014965986394557823,0.04710793082886106,0.034782608695652174,0.017271157167530225,0.08156028368794327,0.04734484964811261,0.01884570082449941,4.178698285104426,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.05494028230184582,0.05537459283387622,0.05537459283387622,0.054071661237785014,0.02949360044518642,0.0,0.0,0.14367816091954022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06440071556350627,0.04952185792349727,0.05067715159458279,0.05979869745411486,0.05741626794258373,0.06593406593406594,0.017992424242424244,3.882049752731406,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
11,0.03316749585406302,0.033582089552238806,0.03109452736318408,0.03482587064676617,0.023529411764705882,0.0,0.0,0.1736111111111111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.006802721088435374,0.044722719141323794,0.04057971014492753,0.01468048359240069,0.06205673758865248,0.03838771593090211,0.023557126030624265,4.070651634810972,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.06167209554831705,0.05928338762214984,0.06384364820846905,0.06188925081433225,0.017807456872565387,0.0,0.0,0.1810344827586207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06738223017292785,0.0584016393442623,0.05854084753167322,0.06631142687981054,0.06060606060606061,0.07072414764722457,0.03125,3.799566193123982,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
12,0.024461028192371476,0.024875621890547265,0.024875621890547265,0.0236318407960199,0.006274509803921568,0.024822695035460994,0.0,0.1527777777777778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.009523809523809525,0.031007751937984496,0.04782608695652174,0.008635578583765112,0.028368794326241134,0.026231605886116442,0.02120141342756184,4.059209466178223,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.07209554831704669,0.06905537459283388,0.07166123778501629,0.0755700325732899,0.010573177518085699,0.030726256983240222,0.0,0.20114942528735633,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08348240906380441,0.06557377049180328,0.061598951507208385,0.08821788040260509,0.06698564593301436,0.08086785009861933,0.04261363636363636,3.745271650846566,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
13,0.04975124378109453,0.04975124378109453,0.04975124378109453,0.04975124378109453,0.0603921568627451,0.014184397163120567,0.0,0.13541666666666666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0326530612244898,0.057245080500894455,0.04782608695652174,0.03281519861830743,0.08687943262411348,0.06525911708253358,0.02120141342756184,3.978507122590174,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.07035830618892508,0.06905537459283388,0.06775244299674267,0.0742671009771987,0.06232609905397885,0.0037243947858473,0.0,0.14942528735632185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0691711389385808,0.07103825136612021,0.059851463521188294,0.07992895204262877,0.08293460925039872,0.08255846717385179,0.029356060606060608,3.680090822433157,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
14,0.048507462686567165,0.05223880597014925,0.046019900497512436,0.0472636815920398,0.05176470588235294,0.014184397163120567,0.0,0.16319444444444445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0326530612244898,0.055456171735241505,0.057971014492753624,0.037132987910189985,0.06028368794326241,0.06269993602047345,0.02237926972909305,3.9248405190842663,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.08490770901194354,0.0781758957654723,0.08403908794788274,0.09250814332247558,0.05342237061769616,0.004655493482309125,0.0,0.20833333333333334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.10196779964221825,0.07513661202185792,0.07383136740934906,0.09591474245115453,0.09569377990430622,0.09721048182586645,0.043560606060606064,3.6255560892542076,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
15,0.05472636815920398,0.06218905472636816,0.0472636815920398,0.05472636815920398,0.058823529411764705,0.031914893617021274,0.0,0.16666666666666666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04353741496598639,0.05963029218843172,0.07391304347826087,0.03540587219343696,0.07092198581560284,0.0690978886756238,0.028268551236749116,3.8794391182920034,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.08577633007600434,0.08664495114006515,0.08664495114006515,0.08403908794788274,0.054535336672231496,0.028864059590316574,0.0,0.1910919540229885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.10077519379844961,0.07718579234972678,0.08082131935342944,0.0905861456483126,0.09090909090909091,0.09580163426317273,0.052083333333333336,3.589669644068947,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
16,0.05887230514096186,0.06343283582089553,0.05223880597014925,0.060945273631840796,0.07137254901960784,0.028368794326241134,0.0,0.14930555555555555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04625850340136054,0.06440071556350627,0.07681159420289856,0.038860103626943004,0.07801418439716312,0.0780550223928343,0.023557126030624265,3.862374882990646,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.09598262757871878,0.09185667752442997,0.098371335504886,0.09771986970684039,0.06343906510851419,0.028864059590316574,0.0,0.21336206896551724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.10912343470483005,0.08845628415300547,0.0891218872870249,0.10301953818827708,0.10207336523125997,0.1073541842772612,0.05776515151515151,3.5531526745724755,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
17,0.07296849087893864,0.06965174129353234,0.07213930348258707,0.07711442786069651,0.1003921568627451,0.03546099290780142,0.0,0.13194444444444445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06666666666666667,0.07573047107930829,0.08985507246376812,0.05008635578583765,0.09929078014184398,0.09916826615483046,0.024734982332155476,3.8265907199030886,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.10684039087947883,0.10423452768729642,0.11205211726384365,0.10423452768729642,0.09460211463550362,0.040968342644320296,0.0,0.1997126436781609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12581991651759095,0.09596994535519125,0.10048055919615553,0.11130846654825341,0.11802232854864433,0.12144265990419836,0.05776515151515151,3.5220699944014657,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
18,0.07213930348258707,0.07960199004975124,0.06218905472636816,0.07462686567164178,0.09568627450980392,0.03900709219858156,0.0,0.1423611111111111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.058503401360544216,0.07811568276684555,0.08985507246376812,0.045768566493955096,0.10460992907801418,0.09468969929622521,0.030624263839811542,3.7850541704725074,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.10423452768729642,0.10553745928338762,0.10618892508143322,0.10097719869706841,0.09404563160823595,0.048417132216014895,0.0,0.18606321839080459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12462731067382231,0.09255464480874318,0.0982961992136304,0.1053878034339846,0.12280701754385964,0.11552550014088475,0.06628787878787878,3.4861013737615365,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
19,0.08872305140961857,0.09079601990049752,0.08333333333333333,0.09203980099502487,0.11764705882352941,0.03900709219858156,0.0,0.1840277777777778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06258503401360545,0.1001788908765653,0.10289855072463767,0.05958549222797927,0.13120567375886524,0.12092130518234165,0.02944640753828033,3.7566212010423143,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.11378935939196526,0.11661237785016286,0.11726384364820847,0.10749185667752444,0.09515859766277128,0.054003724394785846,0.0,0.21192528735632185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1252236135957066,0.10724043715846994,0.11052861511577108,0.1172291296625222,0.11642743221690591,0.12454212454212454,0.07765151515151515,3.4459774849857494,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
20,0.08830845771144279,0.10323383084577115,0.07213930348258707,0.08955223880597014,0.11607843137254902,0.08156028368794327,0.0,0.14583333333333334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07891156462585033,0.09242695289206918,0.10144927536231885,0.05958549222797927,0.13120567375886524,0.1145233525271913,0.04004711425206125,3.6950812142089036,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.12030401737242129,0.11791530944625407,0.1237785016286645,0.11921824104234528,0.10740122426266,0.07635009310986965,0.0,0.20043103448275862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.13714967203339296,0.11065573770491803,0.11314984709480122,0.12551805802249852,0.13237639553429026,0.13045928430543816,0.08617424242424243,3.395137704855456,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
21,0.1011608623548922,0.10696517412935323,0.09328358208955224,0.10323383084577115,0.13254901960784313,0.12411347517730496,0.0,0.1388888888888889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09387755102040816,0.10435301132975551,0.11014492753623188,0.07081174438687392,0.1524822695035461,0.12603966730646193,0.05535924617196702,3.6553638768235643,2412,804,804,804,1275,282,567,288,735,1677,690,1158,564,1563,849,0.1252985884907709,0.11530944625407166,0.13224755700325733,0.12833876221498372,0.10851419031719532,0.10335195530726257,0.0,0.19468390804597702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14311270125223613,0.11509562841530055,0.11926605504587157,0.1267021906453523,0.14354066985645933,0.13186813186813187,0.10321969696969698,3.353054355617196,4605,1535,1535,1535,1797,1074,342,1392,1677,2928,2289,1689,627,3549,1056
