epoch,test_acc,test_acc_device_id__d001,test_acc_device_id__d002,test_acc_device_id__d003,test_acc_language___language_independent,test_acc_language__maninka,test_acc_language__pular,test_acc_language__susu,test_acc_lng,test_acc_lng_device_id__d001,test_acc_lng_device_id__d002,test_acc_lng_device_id__d003,test_acc_lng_language___language_independent,test_acc_lng_language__maninka,test_acc_lng_language__pular,test_acc_lng_language__susu,test_acc_lng_speaker_gender__F,test_acc_lng_speaker_gender__M,test_acc_lng_speaker_mothertongue__maninka,test_acc_lng_speaker_mothertongue__pular,test_acc_lng_speaker_mothertongue__susu,test_acc_lng_spoken_in_mothertongue__False,test_acc_lng_spoken_in_mothertongue__True,test_acc_speaker_gender__F,test_acc_speaker_gender__M,test_acc_speaker_mothertongue__maninka,test_acc_speaker_mothertongue__pular,test_acc_speaker_mothertongue__susu,test_acc_spoken_in_mothertongue__False,test_acc_spoken_in_mothertongue__True,test_loss,test_n,test_n_device_id__d001,test_n_device_id__d002,test_n_device_id__d003,test_n_language___language_independent,test_n_language__maninka,test_n_language__pular,test_n_language__susu,test_n_speaker_gender__F,test_n_speaker_gender__M,test_n_speaker_mothertongue__maninka,test_n_speaker_mothertongue__pular,test_n_speaker_mothertongue__susu,test_n_spoken_in_mothertongue__False,test_n_spoken_in_mothertongue__True,train_acc,train_acc_device_id__d001,train_acc_device_id__d002,train_acc_device_id__d003,train_acc_language___language_independent,train_acc_language__maninka,train_acc_language__pular,train_acc_language__susu,train_acc_lng,train_acc_lng_device_id__d001,train_acc_lng_device_id__d002,train_acc_lng_device_id__d003,train_acc_lng_language___language_independent,train_acc_lng_language__maninka,train_acc_lng_language__pular,train_acc_lng_language__susu,train_acc_lng_speaker_gender__F,train_acc_lng_speaker_gender__M,train_acc_lng_speaker_mothertongue__maninka,train_acc_lng_speaker_mothertongue__pular,train_acc_lng_speaker_mothertongue__susu,train_acc_lng_spoken_in_mothertongue__False,train_acc_lng_spoken_in_mothertongue__True,train_acc_speaker_gender__F,train_acc_speaker_gender__M,train_acc_speaker_mothertongue__maninka,train_acc_speaker_mothertongue__pular,train_acc_speaker_mothertongue__susu,train_acc_spoken_in_mothertongue__False,train_acc_spoken_in_mothertongue__True,train_loss,train_n,train_n_device_id__d001,train_n_device_id__d002,train_n_device_id__d003,train_n_language___language_independent,train_n_language__maninka,train_n_language__pular,train_n_language__susu,train_n_speaker_gender__F,train_n_speaker_gender__M,train_n_speaker_mothertongue__maninka,train_n_speaker_mothertongue__pular,train_n_speaker_mothertongue__susu,train_n_spoken_in_mothertongue__False,train_n_spoken_in_mothertongue__True
1,0.014018691588785047,0.014018691588785047,0.014018691588785047,0.014018691588785047,0.04,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01568627450980392,0.012919896640826873,0.019867549668874173,0.009933774834437087,0.0,0.020594965675057208,0.0,4.627318258473682,1926,642,642,642,675,396,393,462,765,1161,906,906,114,1311,615,0.01885680612846199,0.01885680612846199,0.01885680612846199,0.01885680612846199,0.04005006257822278,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.018214936247723135,0.01916376306620209,0.01447178002894356,0.02009273570324575,0.025069637883008356,0.025256511444356748,0.0,4.381322863340331,5091,1697,1697,1697,2397,960,516,1218,1647,3444,2073,1941,1077,3801,1290
2,0.014018691588785047,0.014018691588785047,0.014018691588785047,0.014018691588785047,0.04,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01568627450980392,0.012919896640826873,0.019867549668874173,0.009933774834437087,0.0,0.020594965675057208,0.0,4.475220106843848,1926,642,642,642,675,396,393,462,765,1161,906,906,114,1311,615,0.01885680612846199,0.01885680612846199,0.01885680612846199,0.01885680612846199,0.04005006257822278,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.018214936247723135,0.01916376306620209,0.01447178002894356,0.02009273570324575,0.025069637883008356,0.025256511444356748,0.0,4.345394820132955,5091,1697,1697,1697,2397,960,516,1218,1647,3444,2073,1941,1077,3801,1290
3,0.020249221183800622,0.018691588785046728,0.021806853582554516,0.020249221183800622,0.057777777777777775,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.026143790849673203,0.01636520241171404,0.024282560706401765,0.018763796909492272,0.0,0.029748283752860413,0.0,4.478106632410923,1926,642,642,642,675,396,393,462,765,1161,906,906,114,1311,615,0.02357100766057749,0.021803182086034177,0.022981732469063054,0.02592810842663524,0.05006257822277847,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02185792349726776,0.024390243902439025,0.017848528702363725,0.023183925811437404,0.035283194057567316,0.03157063930544594,0.0,4.298855171810548,5091,1697,1697,1697,2397,960,516,1218,1647,3444,2073,1941,1077,3801,1290
4,0.03426791277258567,0.03271028037383177,0.03115264797507788,0.03894080996884735,0.09777777777777778,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.044444444444444446,0.02756244616709733,0.04415011037527594,0.02869757174392936,0.0,0.05034324942791762,0.0,4.322839532933378,1926,642,642,642,675,396,393,462,765,1161,906,906,114,1311,615,0.040856413278334315,0.03771361225692398,0.04124926340601061,0.043606364172068354,0.0851063829787234,0.0,0.0,0.003284072249589491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.037037037037037035,0.042682926829268296,0.03473227206946455,0.04070066975785677,0.052924791086350974,0.054722441462772956,0.0,4.154277213311481,5091,1697,1697,1697,2397,960,516,1218,1647,3444,2073,1941,1077,3801,1290
5,0.0628245067497404,0.06697819314641744,0.045171339563862926,0.0763239875389408,0.15851851851851853,0.0,0.0,0.030303030303030304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08235294117647059,0.04995693367786391,0.0717439293598234,0.06181015452538632,0.0,0.09229595728451563,0.0,4.053731599453206,1926,642,642,642,675,396,393,462,765,1161,906,906,114,1311,615,0.06501669613042624,0.05657041838538598,0.06305244549204478,0.07542722451384797,0.114726741760534,0.0020833333333333333,0.0,0.04433497536945813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0649666059502125,0.06504065040650407,0.05740472744814279,0.0592478104070067,0.09006499535747446,0.08366219415943173,0.010077519379844961,3.8245937607419958,5091,1697,1697,1697,2397,960,516,1218,1647,3444,2073,1941,1077,3801,1290
6,0.05763239875389408,0.06230529595015576,0.048286604361370715,0.06230529595015576,0.1259259259259259,0.0,0.0,0.05627705627705628,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0784313725490196,0.04392764857881137,0.0695364238410596,0.05187637969094923,0.008771929824561403,0.08390541571319603,0.0016260162601626016,3.860046196578076,1926,642,642,642,675,396,393,462,765,1161,906,906,114,1311,615,0.097033981536044,0.09899823217442545,0.0901591043017089,0.10194460813199764,0.1572799332498957,0.0010416666666666667,0.0,0.09523809523809523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08439587128111718,0.10307781649245064,0.07573564881813796,0.1035548686244204,0.12627669452181986,0.1239147592738753,0.017829457364341085,3.5839085336331884,5091,1697,1697,1697,2397,960,516,1218,1647,3444,2073,1941,1077,3801,1290
7,0.08151609553478713,0.06853582554517133,0.07165109034267912,0.1043613707165109,0.17629629629629628,0.012626262626262626,0.0,0.07142857142857142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11764705882352941,0.05770887166236004,0.09492273730684327,0.0772626931567329,0.008771929824561403,0.11594202898550725,0.008130081300813009,3.828103894385222,1926,642,642,642,675,396,393,462,765,1161,906,906,114,1311,615,0.09762325672755844,0.08721272834413671,0.08426635238656452,0.12139068945197407,0.16145181476846057,0.014583333333333334,0.0,0.07881773399014778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0904675166970249,0.10104529616724739,0.07573564881813796,0.10303967027305512,0.12999071494893222,0.12207313864772429,0.02558139534883721,3.5634999886825405,5091,1697,1697,1697,2397,960,516,1218,1647,3444,2073,1941,1077,3801,1290
8,0.07476635514018691,0.07165109034267912,0.059190031152647975,0.09345794392523364,0.15555555555555556,0.04292929292929293,0.0,0.047619047619047616,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1084967320261438,0.05254091300602928,0.09713024282560706,0.05849889624724062,0.02631578947368421,0.10144927536231885,0.01788617886178862,3.7985199703481958,1926,642,642,642,675,396,393,462,765,1161,906,906,114,1311,615,0.09860538204674917,0.09192692987625221,0.08721272834413671,0.11667648791985857,0.16312056737588654,0.03958333333333333,0.0,0.05993431855500821,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08439587128111718,0.10540069686411149,0.08152436082971538,0.10870685213807316,0.11327762302692665,0.12049460668245199,0.034108527131782945,3.519055868735882,5091,1697,1697,1697,2397,960,516,1218,1647,3444,2073,1941,1077,3801,1290
9,0.12045690550363447,0.1292834890965732,0.11838006230529595,0.11370716510903427,0.20592592592592593,0.047979797979797977,0.017811704834605598,0.14502164502164502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.10065359477124183,0.1335055986218777,0.152317880794702,0.09381898454746136,0.07894736842105263,0.16094584286803967,0.03414634146341464,3.5027572299089758,1926,642,642,642,675,396,393,462,765,1161,906,906,114,1311,615,0.14476527204871342,0.15203299941072482,0.14614024749558044,0.136122569239835,0.17438464747601168,0.05,0.003875968992248062,0.22085385878489328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.129933211900425,0.1518583042973287,0.13555233960443802,0.12158681092220505,0.2042711234911792,0.16916600894501446,0.07286821705426356,3.3206760733939182,5091,1697,1697,1697,2397,960,516,1218,1647,3444,2073,1941,1077,3801,1290
10,0.14174454828660435,0.14641744548286603,0.1277258566978193,0.15109034267912771,0.25925925925925924,0.045454545454545456,0.020356234096692113,0.15584415584415584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1477124183006536,0.13781223083548666,0.16666666666666666,0.12472406181015452,0.07894736842105263,0.19145690312738367,0.03577235772357724,3.4164204978744808,1926,642,642,642,675,396,393,462,765,1161,906,906,114,1311,615,0.17246120604989196,0.1791396582203889,0.1567472009428403,0.18149675898644668,0.22110972048393826,0.04375,0.029069767441860465,0.23891625615763548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14814814814814814,0.1840882694541231,0.155812831644959,0.17619783616692428,0.1977715877437326,0.20468297816364114,0.07751937984496124,3.2131685981158538,5091,1697,1697,1697,2397,960,516,1218,1647,3444,2073,1941,1077,3801,1290
